episode,return,length,wall_time,sigma_mean,actor_loss,critic_loss,baseline,mean_value,mean_td_error,actor_lr,critic_lr
1,6.3,8,0.0,0.974077,,,,,,0.001,0.001
2,36.16,51,0.01,0.974077,,,,,,0.001,0.001
3,51.43,39,0.01,0.974077,,,,,,0.001,0.001
4,15.78,22,0.02,0.974077,,,,,,0.001,0.001
5,26.77,34,0.05,0.973455,-0.041929,321.911133,,-0.129964,,0.001,0.001
6,34.47,36,0.05,0.973455,,,,,,0.001,0.001
7,20.07,17,0.06,0.973455,,,,,,0.001,0.001
8,16.7,39,0.06,0.973455,,,,,,0.001,0.001
9,41.25,33,0.07,0.973455,,,,,,0.001,0.001
10,14.92,18,0.08,0.973736,0.17576,236.051163,,0.022066,,0.001,0.001
11,29.4,50,0.09,0.973736,,,,,,0.001,0.001
12,65.08,56,0.09,0.973736,,,,,,0.001,0.001
13,8.38,12,0.1,0.973736,,,,,,0.001,0.001
14,19.68,34,0.1,0.973736,,,,,,0.001,0.001
15,14.02,20,0.12,0.973907,-0.014155,400.440826,,0.020681,,0.001,0.001
16,21.56,37,0.12,0.973907,,,,,,0.001,0.001
17,32.73,36,0.13,0.973907,,,,,,0.001,0.001
18,48.12,65,0.14,0.973907,,,,,,0.001,0.001
19,8.16,33,0.14,0.973907,,,,,,0.001,0.001
20,55.2,34,0.16,0.973718,-0.222107,353.564453,,0.081717,,0.001,0.001
21,70.97,125,0.18,0.973718,,,,,,0.001,0.001
22,8.7,37,0.18,0.973718,,,,,,0.001,0.001
23,97.39,73,0.19,0.973718,,,,,,0.001,0.001
24,9.13,12,0.19,0.973718,,,,,,0.001,0.001
25,33.9,49,0.23,0.973564,-0.025994,842.355652,,0.060204,,0.001,0.001
26,50.78,35,0.23,0.973564,,,,,,0.001,0.001
27,168.14,125,0.25,0.973564,,,,,,0.001,0.001
28,131.91,80,0.26,0.973564,,,,,,0.001,0.001
29,87.43,54,0.27,0.973564,,,,,,0.001,0.001
30,78.38,45,0.3,0.97337,-0.080473,3402.648193,,0.360893,,0.001,0.001
31,98.62,75,0.31,0.97337,,,,,,0.001,0.001
32,57.69,35,0.31,0.97337,,,,,,0.001,0.001
33,75.37,46,0.32,0.97337,,,,,,0.001,0.001
34,17.32,35,0.33,0.97337,,,,,,0.001,0.001
35,94.33,53,0.35,0.973168,-0.046955,1610.01123,,0.533463,,0.001,0.001
36,80.83,110,0.37,0.973168,,,,,,0.001,0.001
37,120.53,102,0.38,0.973168,,,,,,0.001,0.001
38,24.28,54,0.39,0.973168,,,,,,0.001,0.001
39,189.37,148,0.41,0.973168,,,,,,0.001,0.001
40,43.74,36,0.45,0.972992,0.013771,2784.630371,,0.403431,,0.001,0.001
41,71.36,53,0.46,0.972992,,,,,,0.001,0.001
42,110.49,59,0.46,0.972992,,,,,,0.001,0.001
43,89.67,51,0.47,0.972992,,,,,,0.001,0.001
44,33.65,25,0.47,0.972992,,,,,,0.001,0.001
45,116.05,88,0.51,0.972914,0.117677,2245.992676,,0.695261,,0.001,0.001
46,100.14,58,0.51,0.972914,,,,,,0.001,0.001
47,98.88,70,0.52,0.972914,,,,,,0.001,0.001
48,75.02,47,0.53,0.972914,,,,,,0.001,0.001
49,63.64,39,0.53,0.972914,,,,,,0.001,0.001
50,139.52,101,0.57,0.972802,-0.053838,2669.036865,,0.728821,,0.001,0.001
51,84.07,50,0.63,0.972802,,,,,,0.001,0.001
52,138.55,94,0.65,0.972802,,,,,,0.001,0.001
53,115.39,70,0.66,0.972802,,,,,,0.001,0.001
54,52.06,32,0.66,0.972802,,,,,,0.001,0.001
55,109.12,70,0.69,0.972696,-0.003128,2961.552246,,0.766342,,0.001,0.001
56,81.57,56,0.7,0.972696,,,,,,0.001,0.001
57,70.34,42,0.71,0.972696,,,,,,0.001,0.001
58,90.16,52,0.71,0.972696,,,,,,0.001,0.001
59,79.83,59,0.72,0.972696,,,,,,0.001,0.001
60,149.01,84,0.76,0.972666,0.0584,2620.05835,,0.982539,,0.001,0.001
61,79.45,49,0.76,0.972666,,,,,,0.001,0.001
62,121.57,66,0.77,0.972666,,,,,,0.001,0.001
63,78.03,56,0.78,0.972666,,,,,,0.001,0.001
64,106.22,85,0.79,0.972666,,,,,,0.001,0.001
65,185.67,100,0.83,0.972641,0.037488,3652.534668,,1.049856,,0.001,0.001
66,174.75,125,0.85,0.972641,,,,,,0.001,0.001
67,141.42,105,0.86,0.972641,,,,,,0.001,0.001
68,87.4,59,0.87,0.972641,,,,,,0.001,0.001
69,36.31,33,0.88,0.972641,,,,,,0.001,0.001
70,252.04,154,0.93,0.972571,-0.060389,5023.312012,,0.978196,,0.001,0.001
71,117.35,88,0.95,0.972571,,,,,,0.001,0.001
72,105.29,67,0.96,0.972571,,,,,,0.001,0.001
73,99.31,72,0.97,0.972571,,,,,,0.001,0.001
74,95.68,53,0.97,0.972571,,,,,,0.001,0.001
75,100.39,57,1.01,0.972578,0.053698,2530.884766,,1.084394,,0.001,0.001
76,210.18,104,1.02,0.972578,,,,,,0.001,0.001
77,110.63,71,1.03,0.972578,,,,,,0.001,0.001
78,133.01,86,1.04,0.972578,,,,,,0.001,0.001
79,125.83,68,1.05,0.972578,,,,,,0.001,0.001
80,118.12,81,1.09,0.972597,0.017444,4703.053711,,1.189445,,0.001,0.001
81,87.39,57,1.1,0.972597,,,,,,0.001,0.001
82,117.89,72,1.11,0.972597,,,,,,0.001,0.001
83,198.73,143,1.13,0.972597,,,,,,0.001,0.001
84,83.91,52,1.14,0.972597,,,,,,0.001,0.001
85,186.0,105,1.19,0.972628,0.029745,4370.540039,,1.288581,,0.001,0.001
86,103.16,63,1.19,0.972628,,,,,,0.001,0.001
87,177.49,117,1.21,0.972628,,,,,,0.001,0.001
88,154.0,96,1.22,0.972628,,,,,,0.001,0.001
89,213.34,123,1.24,0.972628,,,,,,0.001,0.001
90,138.34,96,1.29,0.972664,0.014971,5065.792969,,1.385452,,0.001,0.001
91,183.9,143,1.31,0.972664,,,,,,0.001,0.001
92,182.96,113,1.32,0.972664,,,,,,0.001,0.001
93,101.77,65,1.33,0.972664,,,,,,0.001,0.001
94,200.1,140,1.35,0.972664,,,,,,0.001,0.001
95,125.13,74,1.4,0.972697,-0.005374,4682.520996,,1.563022,,0.001,0.001
96,198.42,156,1.42,0.972697,,,,,,0.001,0.001
97,145.92,88,1.44,0.972697,,,,,,0.001,0.001
98,179.01,107,1.45,0.972697,,,,,,0.001,0.001
99,157.07,114,1.47,0.972697,,,,,,0.001,0.001
100,102.89,69,1.52,0.972724,-0.002152,4496.690918,,1.541095,,0.001,0.001
101,248.42,182,1.67,0.972724,,,,,,0.001,0.001
102,107.4,66,1.68,0.972724,,,,,,0.001,0.001
103,116.4,73,1.69,0.972724,,,,,,0.001,0.001
104,128.9,82,1.7,0.972724,,,,,,0.001,0.001
105,123.02,84,1.76,0.972816,0.107324,4617.938477,,1.722842,,0.001,0.001
106,87.37,57,1.76,0.972816,,,,,,0.001,0.001
107,210.4,154,1.79,0.972816,,,,,,0.001,0.001
108,108.82,78,1.8,0.972816,,,,,,0.001,0.001
109,280.64,186,1.82,0.972816,,,,,,0.001,0.001
110,176.78,118,1.89,0.972944,0.058234,5615.728027,,1.713782,,0.001,0.001
111,170.22,124,2.01,0.972944,,,,,,0.001,0.001
112,152.14,100,2.03,0.972944,,,,,,0.001,0.001
113,149.63,121,2.05,0.972944,,,,,,0.001,0.001
114,236.96,158,2.07,0.972944,,,,,,0.001,0.001
115,182.91,139,2.14,0.9731,0.051357,4903.411133,,1.81449,,0.001,0.001
116,83.83,55,2.15,0.9731,,,,,,0.001,0.001
117,74.28,52,2.16,0.9731,,,,,,0.001,0.001
118,221.78,150,2.18,0.9731,,,,,,0.001,0.001
119,220.74,167,2.2,0.9731,,,,,,0.001,0.001
120,203.06,168,2.27,0.973239,0.002299,4968.933105,,2.011442,,0.001,0.001
121,315.43,238,2.3,0.973239,,,,,,0.001,0.001
122,182.44,116,2.32,0.973239,,,,,,0.001,0.001
