episode,return,length,wall_time,sigma_mean,actor_loss,critic_loss,baseline,mean_value,mean_td_error,actor_lr,critic_lr
1,6.3,8,0.02,0.974139,16.580597,,,,,0.0001,
2,36.46,51,0.03,0.974137,48.361416,,,,,0.0001,
3,50.63,39,0.04,0.974145,101.856621,,,,,0.0001,
4,16.13,22,0.05,0.97414,24.020061,,,,,0.0001,
5,28.05,34,0.05,0.974126,45.803711,,,,,0.0001,
6,28.54,34,0.06,0.97411,49.906715,,,,,0.0001,
7,5.59,8,0.06,0.9741,12.307766,,,,,0.0001,
8,11.16,12,0.07,0.97409,23.29183,,,,,0.0001,
9,16.11,40,0.07,0.974075,18.329407,,,,,0.0001,
10,29.59,26,0.08,0.974072,66.801743,,,,,0.0001,
11,8.02,16,0.08,0.974066,9.161174,,,,,0.0001,
12,7.61,9,0.09,0.974062,16.699465,,,,,0.0001,
13,46.68,47,0.1,0.974059,74.449768,,,,,0.0001,
14,17.02,17,0.1,0.974054,35.512043,,,,,0.0001,
15,17.34,25,0.1,0.974047,30.039753,,,,,0.0001,
16,24.86,23,0.11,0.974038,49.756908,,,,,0.0001,
17,34.42,42,0.12,0.974033,60.132801,,,,,0.0001,
18,8.02,14,0.12,0.974031,12.955725,,,,,0.0001,
19,41.12,40,0.13,0.974027,66.849442,,,,,0.0001,
20,20.1,33,0.14,0.974006,22.544836,,,,,0.0001,
21,71.67,66,0.15,0.973984,115.952843,,,,,0.0001,
22,11.49,33,0.16,0.973964,4.140953,,,,,0.0001,
23,18.74,17,0.16,0.973943,38.623753,,,,,0.0001,
24,9.31,37,0.17,0.973924,2.077743,,,,,0.0001,
25,12.74,39,0.18,0.973909,14.892475,,,,,0.0001,
26,37.25,38,0.18,0.973893,66.943176,,,,,0.0001,
27,27.38,25,0.19,0.97389,69.737328,,,,,0.0001,
28,10.06,26,0.2,0.973887,4.427487,,,,,0.0001,
29,40.36,65,0.21,0.973883,67.116982,,,,,0.0001,
30,7.79,23,0.21,0.973876,2.870165,,,,,0.0001,
31,7.63,11,0.22,0.97387,13.916955,,,,,0.0001,
32,17.01,44,0.23,0.973862,17.907492,,,,,0.0001,
33,7.22,9,0.23,0.973855,15.777617,,,,,0.0001,
34,20.68,21,0.23,0.973853,50.814262,,,,,0.0001,
35,27.82,25,0.24,0.973851,64.405739,,,,,0.0001,
36,10.23,38,0.24,0.973848,5.409524,,,,,0.0001,
37,12.52,25,0.25,0.973846,13.454955,,,,,0.0001,
38,26.12,27,0.26,0.973847,53.418999,,,,,0.0001,
39,29.55,26,0.26,0.973847,59.818947,,,,,0.0001,
40,22.48,29,0.27,0.973846,35.668392,,,,,0.0001,
41,13.84,24,0.27,0.973842,16.584017,,,,,0.0001,
42,15.32,16,0.28,0.973844,35.551537,,,,,0.0001,
43,13.28,22,0.28,0.973846,22.339861,,,,,0.0001,
44,59.03,50,0.29,0.973842,108.753777,,,,,0.0001,
45,86.17,56,0.3,0.973842,172.880112,,,,,0.0001,
46,10.01,17,0.31,0.973837,14.862907,,,,,0.0001,
47,18.91,43,0.31,0.973831,29.897026,,,,,0.0001,
48,52.83,35,0.32,0.973832,129.530029,,,,,0.0001,
49,31.5,39,0.33,0.973826,49.102077,,,,,0.0001,
50,7.65,31,0.34,0.973812,-0.786545,,,,,0.0001,
51,42.25,34,0.43,0.973799,86.656776,,,,,0.0001,
52,9.27,11,0.43,0.973799,24.398188,,,,,0.0001,
53,36.75,29,0.44,0.973799,79.094254,,,,,0.0001,
54,13.66,27,0.44,0.973796,17.833155,,,,,0.0001,
55,16.52,25,0.45,0.973783,24.459576,,,,,0.0001,
56,30.36,29,0.45,0.973762,55.892769,,,,,0.0001,
57,8.89,12,0.46,0.973744,17.17053,,,,,0.0001,
58,6.86,11,0.46,0.973732,13.78208,,,,,0.0001,
59,25.83,32,0.47,0.973718,46.912331,,,,,0.0001,
60,13.78,24,0.47,0.973709,18.880377,,,,,0.0001,
61,29.71,30,0.48,0.973697,55.293808,,,,,0.0001,
62,10.9,22,0.48,0.973687,11.029278,,,,,0.0001,
63,9.46,16,0.49,0.973683,14.303862,,,,,0.0001,
64,45.11,64,0.5,0.973683,57.152794,,,,,0.0001,
65,34.49,29,0.5,0.973684,72.359406,,,,,0.0001,
66,40.05,31,0.51,0.973679,79.431183,,,,,0.0001,
67,19.28,26,0.52,0.97368,36.332787,,,,,0.0001,
68,27.21,26,0.52,0.973676,51.765427,,,,,0.0001,
69,25.81,25,0.53,0.973671,49.492863,,,,,0.0001,
70,12.17,19,0.53,0.973667,17.914297,,,,,0.0001,
71,83.96,52,0.54,0.973663,164.617325,,,,,0.0001,
72,21.12,23,0.55,0.97366,42.418465,,,,,0.0001,
73,55.75,41,0.56,0.973659,111.109901,,,,,0.0001,
74,24.28,23,0.56,0.973654,48.507225,,,,,0.0001,
75,27.34,27,0.57,0.973648,55.016983,,,,,0.0001,
76,12.4,14,0.57,0.973641,24.447758,,,,,0.0001,
77,11.95,22,0.57,0.973643,17.801334,,,,,0.0001,
78,15.49,40,0.58,0.97365,19.667807,,,,,0.0001,
79,129.46,80,0.6,0.973654,225.158615,,,,,0.0001,
80,31.29,32,0.61,0.97366,65.890839,,,,,0.0001,
81,10.2,19,0.61,0.973667,15.960971,,,,,0.0001,
82,33.42,48,0.62,0.973671,54.69759,,,,,0.0001,
83,140.0,92,0.64,0.973667,220.007935,,,,,0.0001,
84,121.36,90,0.66,0.973661,218.151093,,,,,0.0001,
85,48.76,58,0.67,0.973652,79.73867,,,,,0.0001,
86,30.97,29,0.68,0.973645,69.612091,,,,,0.0001,
87,20.57,47,0.69,0.973638,31.350056,,,,,0.0001,
88,20.29,24,0.69,0.973629,34.336117,,,,,0.0001,
89,24.05,26,0.7,0.973622,48.714943,,,,,0.0001,
90,74.23,48,0.71,0.973616,154.804092,,,,,0.0001,
91,29.82,45,0.72,0.973615,54.005676,,,,,0.0001,
92,43.03,37,0.72,0.973618,92.294159,,,,,0.0001,
93,80.92,63,0.74,0.973619,150.613693,,,,,0.0001,
94,36.77,48,0.75,0.973602,60.89455,,,,,0.0001,
95,18.75,28,0.75,0.973585,25.418091,,,,,0.0001,
96,135.89,95,0.77,0.97357,244.887802,,,,,0.0001,
97,14.36,17,0.78,0.973558,29.662052,,,,,0.0001,
98,68.22,56,0.79,0.973542,120.898666,,,,,0.0001,
99,17.16,27,0.79,0.973535,30.920656,,,,,0.0001,
100,22.13,32,0.8,0.973524,35.46233,,,,,0.0001,
101,39.96,57,1.08,0.973516,71.255295,,,,,0.0001,
102,56.63,49,1.09,0.973506,94.313507,,,,,0.0001,
103,76.88,46,1.1,0.973497,162.311493,,,,,0.0001,
104,23.48,28,1.11,0.973492,47.308838,,,,,0.0001,
105,28.97,26,1.12,0.973488,59.573551,,,,,0.0001,
106,16.76,29,1.12,0.973479,23.446016,,,,,0.0001,
107,103.01,89,1.14,0.973465,143.063263,,,,,0.0001,
108,7.58,29,1.15,0.973453,-0.94611,,,,,0.0001,
109,9.02,16,1.15,0.973446,15.831213,,,,,0.0001,
110,31.68,53,1.16,0.973431,41.421379,,,,,0.0001,
111,13.38,43,1.17,0.973417,11.133474,,,,,0.0001,
112,94.81,59,1.18,0.973403,190.939651,,,,,0.0001,
113,14.74,43,1.19,0.973393,13.35528,,,,,0.0001,
114,8.13,10,1.19,0.973382,15.856409,,,,,0.0001,
115,18.46,28,1.2,0.973373,28.824064,,,,,0.0001,
116,12.25,17,1.2,0.973361,17.737349,,,,,0.0001,
117,32.72,28,1.21,0.97335,68.541039,,,,,0.0001,
118,13.89,27,1.21,0.973332,15.700249,,,,,0.0001,
119,77.41,54,1.23,0.973318,157.966431,,,,,0.0001,
120,23.04,27,1.23,0.973301,39.566074,,,,,0.0001,
121,9.0,39,1.24,0.973288,-1.298465,,,,,0.0001,
122,50.29,56,1.25,0.973275,91.637932,,,,,0.0001,
123,11.82,19,1.25,0.973262,17.281591,,,,,0.0001,
124,171.13,142,1.28,0.973245,230.146332,,,,,0.0001,
125,51.6,39,1.29,0.973229,106.199059,,,,,0.0001,
126,13.52,21,1.3,0.973207,19.503624,,,,,0.0001,
