episode,return,length,wall_time,sigma_mean,actor_loss,critic_loss,baseline,mean_value,mean_td_error
52,220.82,97,0.79,0.97429,,,,,
53,159.6,79,0.8,0.97429,,,,,
54,174.22,91,0.81,0.97429,,,,,
55,138.34,70,0.85,0.974434,227.188446,,25.855191,,
56,183.46,100,0.87,0.974434,,,,,
57,163.95,79,0.88,0.974434,,,,,
58,160.77,77,0.89,0.974434,,,,,
59,199.86,103,0.9,0.974434,,,,,
60,212.68,96,0.95,0.974622,221.196548,,28.623036,,
61,225.4,110,0.96,0.974622,,,,,
62,232.84,108,0.98,0.974622,,,,,
63,214.55,115,0.99,0.974622,,,,,
64,240.54,114,1.01,0.974622,,,,,
65,131.81,70,1.06,0.974687,231.351852,,31.58744,,
66,155.5,77,1.07,0.974687,,,,,
67,221.35,98,1.08,0.974687,,,,,
68,52.05,43,1.08,0.974687,,,,,
69,236.97,111,1.1,0.974687,,,,,
70,159.86,82,1.14,0.974556,182.973618,,33.969044,,
71,245.85,123,1.16,0.974556,,,,,
72,231.93,109,1.17,0.974556,,,,,
73,233.8,128,1.19,0.974556,,,,,
74,232.95,125,1.21,0.974556,,,,,
75,231.37,110,1.27,0.974431,236.040802,,36.943362,,
76,208.94,109,1.28,0.974431,,,,,
77,286.24,167,1.3,0.974431,,,,,
78,288.38,164,1.33,0.974431,,,,,
79,245.07,125,1.34,0.974431,,,,,
80,241.05,115,1.41,0.974208,221.910278,,39.779829,,
81,252.51,135,1.43,0.974208,,,,,
82,276.42,153,1.45,0.974208,,,,,
83,39.3,40,1.46,0.974208,,,,,
84,255.77,138,1.47,0.974208,,,,,
85,188.28,120,1.54,0.973908,179.560425,,42.067132,,
86,125.97,89,1.55,0.973908,,,,,
87,272.19,155,1.57,0.973908,,,,,
88,289.48,168,1.59,0.973908,,,,,
89,259.14,138,1.61,0.973908,,,,,
90,214.06,137,1.68,0.973663,173.016586,,44.23642,,
91,273.42,151,1.7,0.973663,,,,,
92,68.32,52,1.71,0.973663,,,,,
93,289.7,188,1.73,0.973663,,,,,
94,71.75,61,1.74,0.973663,,,,,
95,294.94,175,1.81,0.973399,150.359711,,46.150962,,
96,109.67,72,1.82,0.973399,,,,,
97,66.05,66,1.83,0.973399,,,,,
98,253.56,135,1.85,0.973399,,,,,
99,261.14,141,1.88,0.973399,,,,,
100,278.5,169,1.98,0.973043,133.08429,,47.880215,,
101,287.25,171,2.28,0.973043,,,,,
102,275.24,166,2.3,0.973043,,,,,
103,201.8,161,2.33,0.973043,,,,,
104,264.88,143,2.35,0.973043,,,,,
105,68.0,55,2.43,0.972706,135.380829,,49.593501,,
106,229.71,173,2.46,0.972706,,,,,
107,360.66,241,2.5,0.972706,,,,,
108,325.13,217,2.54,0.972706,,,,,
109,259.38,134,2.56,0.972706,,,,,
110,193.01,142,2.67,0.972458,148.894409,,51.459092,,
111,328.39,215,2.7,0.972458,,,,,
112,296.3,180,2.73,0.972458,,,,,
113,269.64,181,2.75,0.972458,,,,,
114,293.46,187,2.78,0.972458,,,,,
115,267.77,152,2.91,0.972308,166.334045,,53.544816,,
116,344.75,227,2.95,0.972308,,,,,
117,310.27,192,2.98,0.972308,,,,,
118,302.71,187,3.0,0.972308,,,,,
119,187.8,105,3.02,0.972308,,,,,
120,241.05,161,3.13,0.97213,146.72673,,55.404886,,
121,312.42,189,3.16,0.97213,,,,,
122,285.5,165,3.18,0.97213,,,,,
123,272.37,173,3.21,0.97213,,,,,
124,190.16,135,3.23,0.97213,,,,,
125,303.13,197,3.36,0.971975,133.581192,,57.087379,,
126,298.78,203,3.39,0.971975,,,,,
127,270.65,146,3.41,0.971975,,,,,
128,229.18,151,3.44,0.971975,,,,,
129,332.32,218,3.47,0.971975,,,,,
130,346.59,276,3.62,0.972022,130.593536,,58.691074,,
131,298.35,195,3.65,0.972022,,,,,
132,306.04,182,3.73,0.972022,,,,,
133,368.08,244,3.83,0.972022,,,,,
134,313.37,188,3.86,0.972022,,,,,
135,238.5,139,3.95,0.972032,146.464157,,60.547363,,
136,321.7,206,3.98,0.972032,,,,,
137,260.82,136,4.0,0.972032,,,,,
138,336.19,220,4.03,0.972032,,,,,
139,191.92,113,4.04,0.972032,,,,,
140,333.85,211,4.14,0.972169,142.904617,,62.306574,,
141,327.81,207,4.17,0.972169,,,,,
142,319.1,197,4.2,0.972169,,,,,
143,259.61,169,4.22,0.972169,,,,,
144,237.13,159,4.24,0.972169,,,,,
145,214.33,121,4.32,0.972274,106.431862,,63.65321,,
146,300.01,181,4.35,0.972274,,,,,
147,263.23,138,4.36,0.972274,,,,,
148,266.29,141,4.38,0.972274,,,,,
149,281.16,154,4.4,0.972274,,,,,
150,320.16,201,4.5,0.972402,136.230347,,65.358952,,
151,435.76,317,4.73,0.972402,,,,,
152,277.35,153,4.75,0.972402,,,,,
153,285.39,162,4.77,0.972402,,,,,
154,280.2,159,4.8,0.972402,,,,,
155,262.51,139,4.9,0.972444,125.675552,,66.960645,,
156,241.07,118,4.91,0.972444,,,,,
157,183.5,112,4.93,0.972444,,,,,
158,268.73,147,4.95,0.972444,,,,,
159,205.25,123,4.96,0.972444,,,,,
160,261.95,138,5.03,0.972561,86.786324,,68.03013,,
161,240.35,128,5.05,0.972561,,,,,
162,270.88,145,5.07,0.972561,,,,,
163,82.42,71,5.08,0.972561,,,,,
164,231.58,108,5.09,0.972561,,,,,
165,89.7,60,5.14,0.97267,49.358421,,68.649933,,
166,107.8,60,5.15,0.97267,,,,,
167,236.67,116,5.16,0.97267,,,,,
168,249.55,136,5.18,0.97267,,,,,
169,62.86,48,5.19,0.97267,,,,,
170,149.42,101,5.24,0.972774,19.766834,,68.889387,,
171,241.51,119,5.25,0.972774,,,,,
172,83.19,54,5.26,0.972774,,,,,
173,136.15,86,5.27,0.972774,,,,,
174,234.4,121,5.29,0.972774,,,,,
175,98.76,71,5.34,0.972764,11.069376,,69.056645,,
176,224.41,108,5.35,0.972764,,,,,
177,248.02,131,5.37,0.972764,,,,,
178,223.6,103,5.38,0.972764,,,,,
179,272.09,153,5.4,0.972764,,,,,
180,99.15,58,5.46,0.97277,80.691231,,70.067331,,
181,100.45,64,5.47,0.97277,,,,,
182,217.48,102,5.48,0.97277,,,,,
183,145.73,81,5.5,0.97277,,,,,
184,240.56,124,5.52,0.97277,,,,,
185,223.69,109,5.57,0.972889,42.363144,,70.566628,,
186,265.8,147,5.59,0.972889,,,,,
187,295.57,171,5.62,0.972889,,,,,
188,307.7,187,5.64,0.972889,,,,,
189,266.08,148,5.66,0.972889,,,,,
190,252.13,132,5.74,0.972923,97.345421,,71.82222,,
191,268.79,156,5.76,0.972923,,,,,
192,284.16,162,5.79,0.972923,,,,,
193,259.73,137,5.81,0.972923,,,,,
194,269.23,148,5.83,0.972923,,,,,
195,280.19,162,5.91,0.97306,95.059143,,72.999754,,
196,282.67,160,5.93,0.97306,,,,,
197,283.5,160,5.95,0.97306,,,,,
198,256.37,133,5.97,0.97306,,,,,
199,287.54,164,5.99,0.97306,,,,,
200,310.1,188,6.08,0.973121,92.850494,,74.188601,,
201,295.3,171,6.3,0.973121,,,,,
202,287.85,168,6.32,0.973121,,,,,
203,310.82,185,6.35,0.973121,,,,,
204,232.37,137,6.38,0.973121,,,,,
205,254.05,156,6.48,0.97308,72.099998,,75.131322,,
206,223.9,126,6.51,0.97308,,,,,
207,224.52,142,6.53,0.97308,,,,,
208,283.39,158,6.56,0.97308,,,,,
209,301.95,176,6.58,0.97308,,,,,
210,252.71,156,6.69,0.973108,58.959248,,75.856731,,
211,255.11,167,6.71,0.973108,,,,,
212,290.46,202,6.74,0.973108,,,,,
213,251.84,156,6.77,0.973108,,,,,
214,300.41,170,6.8,0.973108,,,,,
215,174.01,99,6.9,0.973108,45.138725,,76.434353,,
216,300.23,177,6.92,0.973108,,,,,
217,349.41,243,6.96,0.973108,,,,,
218,296.63,187,6.99,0.973108,,,,,
219,244.58,146,7.01,0.973108,,,,,
220,254.95,168,7.13,0.973095,65.158455,,77.262985,,
221,240.03,150,7.16,0.973095,,,,,
222,304.87,215,7.19,0.973095,,,,,
223,335.78,223,7.23,0.973095,,,,,
224,323.9,198,7.26,0.973095,,,,,
225,318.94,203,7.39,0.972964,58.004398,,78.016582,,
226,251.27,154,7.42,0.972964,,,,,
227,253.7,159,7.44,0.972964,,,,,
228,282.16,165,7.47,0.972964,,,,,
229,433.88,307,7.51,0.972964,,,,,
230,382.05,254,7.65,0.972904,77.489952,,78.983838,,
231,335.1,214,7.68,0.972904,,,,,
232,343.83,220,7.71,0.972904,,,,,
233,333.26,207,7.73,0.972904,,,,,
234,256.65,145,7.75,0.972904,,,,,
235,369.87,244,7.87,0.972817,80.244003,,80.002031,,
236,380.52,249,7.9,0.972817,,,,,
237,367.36,242,7.93,0.972817,,,,,
238,331.92,208,7.96,0.972817,,,,,
239,259.37,166,7.98,0.972817,,,,,
240,338.89,212,8.1,0.972775,74.282761,,80.932186,,
241,340.92,208,8.13,0.972775,,,,,
242,334.53,231,8.16,0.972775,,,,,
243,364.71,260,8.19,0.972775,,,,,
244,328.04,207,8.22,0.972775,,,,,
245,364.37,243,8.35,0.97268,66.39299,,81.782977,,
246,199.73,148,8.37,0.97268,,,,,
247,332.5,204,8.4,0.97268,,,,,
248,366.13,239,8.43,0.97268,,,,,
249,331.4,205,8.46,0.97268,,,,,
250,354.99,233,8.58,0.972429,56.412849,,82.525141,,
251,329.53,205,8.78,0.972429,,,,,
252,317.09,193,8.8,0.972429,,,,,
253,356.31,232,8.83,0.972429,,,,,
254,350.4,224,8.86,0.972429,,,,,
255,316.98,194,8.97,0.97216,71.592438,,83.440876,,
256,355.61,230,9.0,0.97216,,,,,
257,320.89,197,9.03,0.97216,,,,,
258,283.48,155,9.05,0.97216,,,,,
259,375.89,246,9.08,0.97216,,,,,
260,294.73,181,9.19,0.971896,59.182678,,84.194172,,
261,290.76,166,9.21,0.971896,,,,,
262,312.33,190,9.24,0.971896,,,,,
263,352.58,232,9.27,0.971896,,,,,
264,346.52,222,9.3,0.971896,,,,,
265,323.22,194,9.4,0.971698,63.81004,,84.993268,,
266,337.48,213,9.43,0.971698,,,,,
267,333.9,212,9.46,0.971698,,,,,
268,301.38,179,9.48,0.971698,,,,,
269,285.48,160,9.51,0.971698,,,,,
270,292.47,170,9.6,0.971405,49.248211,,85.652244,,
271,315.51,193,9.63,0.971405,,,,,
272,295.53,173,9.65,0.971405,,,,,
273,274.1,150,9.67,0.971405,,,,,
274,291.4,168,9.69,0.971405,,,,,
275,327.39,202,9.8,0.971276,52.068314,,86.277272,,
276,267.04,145,9.82,0.971276,,,,,
277,286.87,163,9.84,0.971276,,,,,
278,284.87,162,9.86,0.971276,,,,,
279,322.16,199,9.89,0.971276,,,,,
280,297.22,173,9.98,0.971142,43.841969,,86.831599,,
281,275.82,152,10.0,0.971142,,,,,
282,307.9,184,10.03,0.971142,,,,,
283,231.68,128,10.04,0.971142,,,,,
284,286.53,162,10.06,0.971142,,,,,
285,295.19,173,10.15,0.971038,34.106911,,87.25858,,
286,263.8,149,10.17,0.971038,,,,,
287,223.06,126,10.19,0.971038,,,,,
288,281.6,158,10.21,0.971038,,,,,
289,264.2,140,10.23,0.971038,,,,,
290,297.37,173,10.31,0.971052,34.654575,,87.675744,,
291,296.64,175,10.33,0.971052,,,,,
292,278.1,155,10.36,0.971052,,,,,
293,290.83,167,10.38,0.971052,,,,,
294,273.26,150,10.4,0.971052,,,,,
295,252.76,152,10.48,0.970996,25.326435,,88.012328,,
296,262.25,139,10.5,0.970996,,,,,
297,259.7,146,10.52,0.970996,,,,,
298,203.76,100,10.54,0.970996,,,,,
299,262.17,139,10.55,0.970996,,,,,
300,210.32,107,10.62,0.97093,13.863236,,88.188127,,
301,289.94,167,10.78,0.97093,,,,,
302,274.31,152,10.8,0.97093,,,,,
303,256.3,135,10.82,0.97093,,,,,
304,273.2,149,10.84,0.97093,,,,,
305,258.7,145,10.94,0.970824,33.542294,,88.623721,,
306,238.18,116,10.96,0.970824,,,,,
307,258.32,136,10.99,0.970824,,,,,
308,278.78,159,11.02,0.970824,,,,,
309,212.02,106,11.04,0.970824,,,,,
310,276.61,155,11.14,0.970905,26.116293,,88.906475,,
311,243.55,124,11.17,0.970905,,,,,
312,294.93,179,11.28,0.970905,,,,,
313,213.93,112,11.3,0.970905,,,,,
314,275.24,155,11.34,0.970905,,,,,
315,222.1,121,11.42,0.970899,11.281456,,89.070627,,
316,288.61,171,11.45,0.970899,,,,,
317,256.77,134,11.47,0.970899,,,,,
318,287.88,166,11.5,0.970899,,,,,
319,226.4,118,11.52,0.970899,,,,,
320,251.04,130,11.63,0.970815,15.853782,,89.288896,,
321,278.35,157,11.65,0.970815,,,,,
322,279.01,160,11.68,0.970815,,,,,
323,285.65,164,11.7,0.970815,,,,,
324,290.43,171,11.73,0.970815,,,,,
325,240.23,118,11.84,0.970696,31.061537,,89.698709,,
326,256.44,136,11.87,0.970696,,,,,
327,271.17,150,11.89,0.970696,,,,,
328,278.94,157,11.92,0.970696,,,,,
329,227.05,105,11.94,0.970696,,,,,
330,295.68,174,12.05,0.970542,27.588194,,90.062011,,
331,253.89,133,12.08,0.970542,,,,,
332,259.62,138,12.1,0.970542,,,,,
333,246.63,125,12.12,0.970542,,,,,
334,272.29,152,12.15,0.970542,,,,,
335,270.24,146,12.24,0.970441,20.787817,,90.311311,,
336,232.59,111,12.26,0.970441,,,,,
337,259.17,141,12.29,0.970441,,,,,
338,267.48,147,12.32,0.970441,,,,,
339,254.83,132,12.33,0.970441,,,,,
340,260.66,140,12.41,0.970151,13.306172,,90.523197,,
341,271.4,152,12.43,0.970151,,,,,
342,301.1,184,12.46,0.970151,,,,,
343,249.68,129,12.47,0.970151,,,,,
344,273.87,154,12.49,0.970151,,,,,
345,248.96,129,12.57,0.969827,24.034588,,90.848191,,
346,234.93,113,12.59,0.969827,,,,,
347,252.49,133,12.61,0.969827,,,,,
348,254.87,135,12.62,0.969827,,,,,
349,270.2,147,12.64,0.969827,,,,,
350,290.43,173,12.73,0.969569,17.912153,,91.065088,,
351,256.26,135,12.87,0.969569,,,,,
352,244.77,122,12.91,0.969569,,,,,
353,219.11,113,12.92,0.969569,,,,,
354,257.81,139,12.94,0.969569,,,,,
355,272.91,152,13.01,0.969323,13.117131,,91.23493,,
356,247.1,127,13.03,0.969323,,,,,
357,242.15,117,13.04,0.969323,,,,,
358,201.71,103,13.06,0.969323,,,,,
359,272.97,152,13.08,0.969323,,,,,
360,235.74,115,13.14,0.969067,7.597064,,91.343203,,
361,236.87,115,13.16,0.969067,,,,,
362,252.67,130,13.17,0.969067,,,,,
363,259.61,139,13.19,0.969067,,,,,
364,258.03,135,13.21,0.969067,,,,,
365,224.61,103,13.28,0.968852,15.860723,,91.540462,,
366,220.06,104,13.29,0.968852,,,,,
367,205.12,110,13.31,0.968852,,,,,
368,278.12,154,13.33,0.968852,,,,,
369,218.54,110,13.34,0.968852,,,,,
370,244.81,120,13.41,0.96854,-1.936924,,91.547758,,
371,251.13,125,13.42,0.96854,,,,,
372,228.92,107,13.44,0.96854,,,,,
373,265.02,141,13.45,0.96854,,,,,
374,238.41,113,13.47,0.96854,,,,,
375,256.85,133,13.53,0.968376,25.822147,,91.841948,,
376,249.95,128,13.55,0.968376,,,,,
377,232.69,109,13.57,0.968376,,,,,
378,194.76,102,13.58,0.968376,,,,,
379,271.12,147,13.6,0.968376,,,,,
380,269.98,147,13.67,0.968412,15.67944,,91.97469,,
381,255.8,130,13.69,0.968412,,,,,
382,260.91,136,13.7,0.968412,,,,,
383,268.62,147,13.72,0.968412,,,,,
384,296.76,177,13.75,0.968412,,,,,
385,232.42,108,13.81,0.968531,20.884449,,92.212794,,
386,224.76,99,13.83,0.968531,,,,,
387,262.71,140,13.85,0.968531,,,,,
388,285.09,161,13.87,0.968531,,,,,
389,247.85,124,13.88,0.968531,,,,,
390,277.34,154,13.96,0.968672,23.778435,,92.505077,,
391,241.62,119,13.98,0.968672,,,,,
392,286.53,160,14.0,0.968672,,,,,
393,241.2,120,14.01,0.968672,,,,,
394,280.84,160,14.03,0.968672,,,,,
395,251.76,126,14.11,0.9689,22.892941,,92.765247,,
396,272.51,148,14.13,0.9689,,,,,
397,248.25,124,14.14,0.9689,,,,,
398,242.26,118,14.16,0.9689,,,,,
399,271.52,146,14.18,0.9689,,,,,
400,268.1,147,14.25,0.969061,19.455566,,93.02698,,
401,299.0,171,14.46,0.969061,,,,,
402,259.35,137,14.48,0.969061,,,,,
403,262.94,141,14.5,0.969061,,,,,
404,244.15,124,14.53,0.969061,,,,,
405,253.45,130,14.61,0.969168,14.800367,,93.226891,,
406,256.12,134,14.64,0.969168,,,,,
407,258.91,133,14.65,0.969168,,,,,
408,294.27,171,14.68,0.969168,,,,,
409,293.53,168,14.71,0.969168,,,,,
410,235.03,110,14.82,0.969228,18.223486,,93.46916,,
411,252.26,127,14.84,0.969228,,,,,
412,259.64,133,14.86,0.969228,,,,,
413,248.42,122,14.88,0.969228,,,,,
414,250.46,129,14.9,0.969228,,,,,
415,255.34,130,15.01,0.96931,12.694489,,93.612719,,
416,236.8,115,15.03,0.96931,,,,,
417,226.36,103,15.05,0.96931,,,,,
418,247.47,122,15.06,0.96931,,,,,
419,264.94,140,15.09,0.96931,,,,,
420,252.76,128,15.17,0.96925,3.110881,,93.682931,,
421,247.9,124,15.2,0.96925,,,,,
422,246.21,122,15.22,0.96925,,,,,
423,226.38,105,15.24,0.96925,,,,,
424,255.93,132,15.26,0.96925,,,,,
425,238.13,113,15.34,0.969184,8.384314,,93.792592,,
426,248.69,121,15.36,0.969184,,,,,
427,230.73,105,15.37,0.969184,,,,,
428,229.7,102,15.39,0.969184,,,,,
429,267.68,144,15.41,0.969184,,,,,
430,217.79,102,15.47,0.969162,8.705422,,93.885415,,
431,227.43,104,15.48,0.969162,,,,,
432,221.61,99,15.49,0.969162,,,,,
433,224.8,101,15.51,0.969162,,,,,
434,233.6,110,15.52,0.969162,,,,,
435,249.49,127,15.58,0.969212,8.279352,,93.94383,,
436,219.76,97,15.59,0.969212,,,,,
437,229.34,107,15.61,0.969212,,,,,
438,230.18,105,15.62,0.969212,,,,,
439,226.46,102,15.63,0.969212,,,,,
440,238.86,116,15.69,0.969177,-0.96457,,93.96945,,
441,226.38,107,15.71,0.969177,,,,,
442,230.56,108,15.72,0.969177,,,,,
443,230.76,109,15.74,0.969177,,,,,
444,220.45,100,15.75,0.969177,,,,,
445,236.96,114,15.81,0.969106,-2.428503,,93.952934,,
446,222.09,101,15.82,0.969106,,,,,
447,226.55,106,15.84,0.969106,,,,,
448,219.04,100,15.85,0.969106,,,,,
449,229.37,114,15.86,0.969106,,,,,
450,233.61,111,15.92,0.96906,-1.211981,,93.928049,,
451,222.13,101,16.04,0.96906,,,,,
452,236.29,115,16.06,0.96906,,,,,
453,245.08,125,16.07,0.96906,,,,,
454,228.53,109,16.09,0.96906,,,,,
455,228.83,110,16.15,0.969025,-5.324679,,93.857881,,
456,222.53,104,16.16,0.969025,,,,,
457,229.2,112,16.18,0.969025,,,,,
458,231.74,113,16.19,0.969025,,,,,
459,237.6,118,16.2,0.969025,,,,,
460,243.7,123,16.27,0.969141,-1.098642,,93.788193,,
461,228.92,114,16.29,0.969141,,,,,
462,217.12,106,16.3,0.969141,,,,,
463,219.86,103,16.32,0.969141,,,,,
464,229.9,111,16.33,0.969141,,,,,
465,226.65,112,16.39,0.969219,-11.912874,,93.651576,,
466,220.8,102,16.4,0.969219,,,,,
467,231.11,115,16.42,0.969219,,,,,
468,234.51,125,16.43,0.969219,,,,,
469,236.35,123,16.45,0.969219,,,,,
470,216.5,107,16.51,0.969294,-18.522518,,93.413863,,
471,236.0,119,16.52,0.969294,,,,,
472,230.4,114,16.54,0.969294,,,,,
473,218.06,102,16.55,0.969294,,,,,
474,237.62,123,16.57,0.969294,,,,,
475,241.5,129,16.63,0.969343,-11.170506,,93.279802,,
476,237.27,123,16.65,0.969343,,,,,
477,220.56,106,16.66,0.969343,,,,,
478,221.4,111,16.67,0.969343,,,,,
479,212.6,105,16.69,0.969343,,,,,
480,215.6,105,16.74,0.969341,-21.735109,,93.02953,,
481,210.52,101,16.76,0.969341,,,,,
482,212.1,103,16.77,0.969341,,,,,
483,228.9,117,16.79,0.969341,,,,,
484,220.79,107,16.8,0.969341,,,,,
485,238.53,130,16.86,0.969281,-21.717833,,92.782012,,
486,232.75,121,16.88,0.969281,,,,,
487,228.97,116,16.89,0.969281,,,,,
488,221.15,113,16.91,0.969281,,,,,
489,226.11,114,16.92,0.969281,,,,,
490,246.55,131,16.99,0.969163,-19.983503,,92.571232,,
491,212.11,104,17.0,0.969163,,,,,
492,217.06,103,17.01,0.969163,,,,,
493,230.48,119,17.03,0.969163,,,,,
494,227.56,119,17.04,0.969163,,,,,
495,217.91,107,17.1,0.969034,-21.176298,,92.313553,,
496,221.54,116,17.12,0.969034,,,,,
497,215.35,112,17.13,0.969034,,,,,
498,226.82,119,17.15,0.969034,,,,,
499,214.29,111,17.16,0.969034,,,,,
500,227.48,116,17.22,0.968715,-27.864706,,92.00686,,
501,227.84,121,17.35,0.968715,,,,,
502,227.77,123,17.37,0.968715,,,,,
503,228.31,118,17.38,0.968715,,,,,
504,215.17,114,17.4,0.968715,,,,,
505,226.27,123,17.46,0.968392,-29.375254,,91.647805,,
506,220.04,119,17.47,0.968392,,,,,
507,214.51,108,17.49,0.968392,,,,,
508,212.55,103,17.5,0.968392,,,,,
509,229.78,129,17.52,0.968392,,,,,
510,199.47,105,17.58,0.968179,-30.096548,,91.234972,,
511,213.83,107,17.59,0.968179,,,,,
512,231.13,140,17.61,0.968179,,,,,
513,215.28,106,17.62,0.968179,,,,,
514,238.21,140,17.64,0.968179,,,,,
515,222.56,119,17.7,0.967934,-31.875347,,90.850887,,
516,210.84,109,17.72,0.967934,,,,,
517,213.91,110,17.73,0.967934,,,,,
518,219.32,109,17.75,0.967934,,,,,
519,217.65,105,17.76,0.967934,,,,,
520,228.45,128,17.82,0.967674,-23.860939,,90.565388,,
521,246.68,144,17.84,0.967674,,,,,
522,220.38,118,17.86,0.967674,,,,,
523,212.72,108,17.87,0.967674,,,,,
524,235.89,134,17.89,0.967674,,,,,
525,229.69,129,17.98,0.967432,-27.230892,,90.223176,,
526,241.9,131,18.01,0.967432,,,,,
527,246.6,140,18.04,0.967432,,,,,
528,231.91,120,18.06,0.967432,,,,,
529,235.38,120,18.07,0.967432,,,,,
530,227.85,117,18.14,0.967225,-8.085389,,90.114344,,
531,223.1,115,18.15,0.967225,,,,,
532,218.55,119,18.17,0.967225,,,,,
533,242.54,140,18.19,0.967225,,,,,
534,247.88,153,18.21,0.967225,,,,,
535,225.24,127,18.28,0.967098,-26.472435,,89.753256,,
536,233.69,143,18.3,0.967098,,,,,
537,236.27,128,18.31,0.967098,,,,,
538,246.04,135,18.33,0.967098,,,,,
539,226.26,130,18.35,0.967098,,,,,
540,234.58,130,18.42,0.96724,-17.603634,,89.473306,,
541,220.85,116,18.43,0.96724,,,,,
542,213.52,119,18.45,0.96724,,,,,
543,242.23,134,18.47,0.96724,,,,,
544,238.74,147,18.49,0.96724,,,,,
545,217.22,113,18.55,0.967347,-21.589254,,89.207025,,
546,266.69,152,18.57,0.967347,,,,,
547,176.56,101,18.58,0.967347,,,,,
548,202.45,107,18.6,0.967347,,,,,
549,211.13,135,18.61,0.967347,,,,,
550,245.71,148,18.69,0.967439,-36.389267,,88.74743,,
551,166.98,97,18.82,0.967439,,,,,
552,271.36,155,18.84,0.967439,,,,,
553,255.69,146,18.85,0.967439,,,,,
554,189.97,112,18.87,0.967439,,,,,
555,234.22,137,18.94,0.967564,-24.214727,,88.419543,,
556,260.81,159,18.96,0.967564,,,,,
557,257.49,169,18.98,0.967564,,,,,
558,212.14,120,19.02,0.967564,,,,,
559,243.26,137,19.04,0.967564,,,,,
560,200.9,109,19.11,0.967729,-25.085747,,88.078695,,
561,182.33,99,19.12,0.967729,,,,,
562,208.57,110,19.13,0.967729,,,,,
563,259.78,156,19.16,0.967729,,,,,
564,241.74,131,19.17,0.967729,,,,,
565,253.01,145,19.24,0.967844,-20.754713,,87.836247,,
566,129.51,77,19.25,0.967844,,,,,
567,248.07,136,19.27,0.967844,,,,,
568,239.95,125,19.29,0.967844,,,,,
569,263.44,145,19.31,0.967844,,,,,
570,234.23,131,19.37,0.967942,-16.645124,,87.628414,,
571,194.32,103,19.39,0.967942,,,,,
572,208.97,125,19.4,0.967942,,,,,
573,252.73,131,19.42,0.967942,,,,,
574,225.25,119,19.43,0.967942,,,,,
575,226.98,107,19.5,0.967892,-16.528006,,87.468531,,
576,197.79,99,19.51,0.967892,,,,,
577,230.61,127,19.53,0.967892,,,,,
578,268.68,148,19.54,0.967892,,,,,
579,237.49,129,19.56,0.967892,,,,,
580,217.84,108,19.62,0.967893,-1.343864,,87.441336,,
581,246.79,143,19.64,0.967893,,,,,
582,239.68,124,19.66,0.967893,,,,,
583,233.9,115,19.67,0.967893,,,,,
584,232.03,118,19.69,0.967893,,,,,
585,216.53,106,19.75,0.967841,1.9461,,87.484518,,
586,236.26,116,19.76,0.967841,,,,,
587,222.2,104,19.78,0.967841,,,,,
588,249.14,125,19.79,0.967841,,,,,
