episode,return,length,wall_time,sigma_mean,actor_loss,critic_loss,baseline,mean_value,mean_td_error,actor_lr,critic_lr
1,36.96,35,0.01,0.974077,,,,,,0.0001,
2,11.08,12,0.01,0.974077,,,,,,0.0001,
3,41.79,35,0.01,0.974077,,,,,,0.0001,
4,62.17,39,0.02,0.974077,,,,,,0.0001,
5,14.38,19,0.05,0.974015,-0.134065,,19.834166,,,0.0001,
6,4.98,7,0.05,0.974015,,,,,,0.0001,
7,9.68,11,0.05,0.974015,,,,,,0.0001,
8,15.17,17,0.06,0.974015,,,,,,0.0001,
9,9.64,11,0.06,0.974015,,,,,,0.0001,
10,8.71,20,0.07,0.974016,0.187119,,4.272069,,,0.0001,
11,13.26,14,0.07,0.974016,,,,,,0.0001,
12,6.34,8,0.07,0.974016,,,,,,0.0001,
13,4.09,16,0.07,0.974016,,,,,,0.0001,
14,9.01,10,0.07,0.974016,,,,,,0.0001,
15,12.03,13,0.08,0.974011,-0.164885,,3.948955,,,0.0001,
16,15.39,16,0.08,0.974011,,,,,,0.0001,
17,17.08,25,0.08,0.974011,,,,,,0.0001,
18,10.46,12,0.09,0.974011,,,,,,0.0001,
19,10.49,11,0.09,0.974011,,,,,,0.0001,
20,63.13,52,0.1,0.974019,0.188158,,15.885183,,,0.0001,
21,14.02,16,0.11,0.974019,,,,,,0.0001,
22,9.43,11,0.11,0.974019,,,,,,0.0001,
23,18.26,25,0.11,0.974019,,,,,,0.0001,
24,16.4,23,0.11,0.974019,,,,,,0.0001,
25,15.49,15,0.12,0.97403,0.001726,,7.006301,,,0.0001,
26,4.96,10,0.12,0.97403,,,,,,0.0001,
27,14.57,14,0.13,0.97403,,,,,,0.0001,
28,24.93,19,0.13,0.97403,,,,,,0.0001,
29,12.29,13,0.13,0.97403,,,,,,0.0001,
30,11.45,21,0.14,0.974034,-0.119502,,6.967909,,,0.0001,
31,5.58,9,0.14,0.974034,,,,,,0.0001,
32,7.46,20,0.14,0.974034,,,,,,0.0001,
33,50.26,55,0.15,0.974034,,,,,,0.0001,
34,19.42,21,0.15,0.974034,,,,,,0.0001,
35,5.06,8,0.16,0.974031,-0.154599,,11.831208,,,0.0001,
36,26.11,25,0.17,0.974031,,,,,,0.0001,
37,13.2,23,0.17,0.974031,,,,,,0.0001,
38,14.37,17,0.17,0.974031,,,,,,0.0001,
39,10.71,14,0.17,0.974031,,,,,,0.0001,
40,11.34,12,0.18,0.974039,0.202602,,7.869229,,,0.0001,
41,14.52,15,0.18,0.974039,,,,,,0.0001,
42,16.81,16,0.19,0.974039,,,,,,0.0001,
43,11.27,12,0.19,0.974039,,,,,,0.0001,
44,16.74,18,0.19,0.974039,,,,,,0.0001,
45,12.95,13,0.2,0.974043,-0.094801,,7.570051,,,0.0001,
46,74.42,53,0.2,0.974043,,,,,,0.0001,
47,11.22,13,0.21,0.974043,,,,,,0.0001,
48,52.91,41,0.21,0.974043,,,,,,0.0001,
49,22.75,24,0.21,0.974043,,,,,,0.0001,
50,15.91,22,0.23,0.974051,0.070817,,22.74898,,,0.0001,
51,3.83,15,0.25,0.974051,,,,,,0.0001,
52,14.61,16,0.25,0.974051,,,,,,0.0001,
