episode,return,length,wall_time,sigma_mean,actor_loss,critic_loss,baseline,mean_value,mean_td_error,actor_lr,critic_lr
1,6.3,8,0.02,0.967864,-47.400253,,20.0,,,0.01,
2,4.97,24,0.02,0.96593,-28.340643,,20.0,,,0.01,
3,-1.17,19,0.03,0.965603,-43.629284,,20.0,,,0.01,
4,-0.74,19,0.03,0.965269,-48.991234,,20.0,,,0.01,
5,-0.78,19,0.04,0.965871,-39.373379,,20.0,,,0.01,
6,-1.55,19,0.04,0.967551,-40.251484,,20.0,,,0.01,
7,5.71,9,0.04,0.968529,-45.146675,,20.0,,,0.01,
8,-1.57,17,0.05,0.969754,-48.112862,,20.0,,,0.01,
9,-2.07,17,0.05,0.97069,-52.024353,,20.0,,,0.01,
10,-0.91,18,0.05,0.971773,-42.787815,,20.0,,,0.01,
11,-1.52,17,0.06,0.972855,-46.582603,,20.0,,,0.01,
12,1.19,13,0.06,0.973757,-59.734333,,20.0,,,0.01,
13,0.45,14,0.06,0.975108,-51.745361,,20.0,,,0.01,
14,0.47,14,0.07,0.975999,-54.851162,,20.0,,,0.01,
15,-1.93,16,0.07,0.977604,-48.360809,,20.0,,,0.01,
16,0.72,14,0.07,0.978429,-56.164574,,20.0,,,0.01,
17,-1.74,16,0.08,0.979227,-53.338978,,20.0,,,0.01,
18,0.02,14,0.08,0.979347,-59.284222,,20.0,,,0.01,
19,0.99,13,0.08,0.979572,-51.948074,,20.0,,,0.01,
20,-1.39,15,0.09,0.979526,-58.098488,,20.0,,,0.01,
21,-1.08,15,0.09,0.980047,-50.149227,,20.0,,,0.01,
22,-0.2,14,0.09,0.980441,-57.793358,,20.0,,,0.01,
23,0.6,13,0.1,0.980812,-59.321018,,20.0,,,0.01,
24,1.73,12,0.1,0.981612,-51.298645,,20.0,,,0.01,
25,-1.0,15,0.1,0.982385,-55.777775,,20.0,,,0.01,
26,-0.01,14,0.11,0.983512,-52.028378,,20.0,,,0.01,
27,2.9,10,0.11,0.984206,-55.724693,,20.0,,,0.01,
28,3.52,8,0.11,0.984682,-54.960114,,20.0,,,0.01,
29,-0.09,14,0.11,0.98478,-64.137878,,20.0,,,0.01,
30,0.2,14,0.12,0.985065,-53.859871,,20.0,,,0.01,
31,-0.11,14,0.12,0.985064,-63.400249,,20.0,,,0.01,
32,2.43,10,0.12,0.984926,-59.726696,,20.0,,,0.01,
33,2.56,11,0.13,0.985153,-50.494541,,20.0,,,0.01,
34,1.09,12,0.13,0.985373,-61.330441,,20.0,,,0.01,
35,1.28,12,0.13,0.985567,-59.694824,,20.0,,,0.01,
36,2.25,11,0.13,0.987806,-46.692593,,20.0,,,0.01,
37,3.02,10,0.14,0.98999,-53.14436,,20.0,,,0.01,
38,2.91,10,0.14,0.991278,-57.912132,,20.0,,,0.01,
39,3.06,8,0.14,0.992184,-69.652634,,20.0,,,0.01,
40,2.43,11,0.14,0.993415,-46.267467,,20.0,,,0.01,
41,3.19,8,0.15,0.995018,-53.412682,,20.0,,,0.01,
42,3.0,9,0.15,0.996632,-53.667454,,20.0,,,0.01,
43,3.31,8,0.15,0.997302,-67.380142,,20.0,,,0.01,
44,3.33,9,0.15,0.997332,-57.423321,,20.0,,,0.01,
45,3.4,8,0.15,0.997822,-47.415863,,20.0,,,0.01,
46,3.36,8,0.16,0.998407,-52.532536,,20.0,,,0.01,
47,3.64,7,0.16,0.99913,-52.231327,,20.0,,,0.01,
48,3.1,9,0.16,0.999541,-57.134338,,20.0,,,0.01,
49,3.43,8,0.16,0.999723,-60.625717,,20.0,,,0.01,
50,3.32,7,0.16,0.999607,-66.405846,,20.0,,,0.01,
51,3.15,8,0.18,0.999929,-53.301979,,20.0,,,0.01,
52,3.39,7,0.18,1.000183,-60.73769,,20.0,,,0.01,
53,4.19,8,0.18,1.000703,-46.579922,,20.0,,,0.01,
54,3.88,8,0.18,1.001117,-53.731453,,20.0,,,0.01,
55,6.91,11,0.19,1.000829,-42.134445,,20.0,,,0.01,
56,4.12,7,0.19,1.000265,-59.347149,,20.0,,,0.01,
57,5.23,8,0.19,1.000369,-39.561615,,20.0,,,0.01,
58,5.01,8,0.19,1.000436,-46.82206,,20.0,,,0.01,
59,4.32,7,0.2,1.000228,-58.963688,,20.0,,,0.01,
60,8.86,14,0.2,0.999646,-31.116398,,20.0,,,0.01,
61,25.32,29,0.2,0.99894,-5.427727,,20.0,,,0.01,
62,15.26,25,0.21,0.998525,-13.872414,,20.0,,,0.01,
63,16.87,25,0.22,0.997799,-13.194096,,20.0,,,0.01,
64,12.5,20,0.22,0.996942,-17.745272,,20.0,,,0.01,
65,28.1,38,0.23,0.995932,-5.318231,,20.0,,,0.01,
66,26.92,37,0.24,0.995346,-5.335191,,20.0,,,0.01,
67,26.82,36,0.25,0.994815,-5.542289,,20.0,,,0.01,
68,31.89,41,0.26,0.994455,-3.274939,,20.0,,,0.01,
69,27.16,36,0.26,0.994152,-5.40368,,20.0,,,0.01,
70,34.48,54,0.27,0.994289,-3.37301,,20.0,,,0.01,
71,38.82,46,0.28,0.994293,-1.221715,,20.0,,,0.01,
72,212.62,154,0.32,0.994482,7.422316,,20.0,,,0.01,
73,219.58,153,0.35,0.994741,9.416346,,20.0,,,0.01,
74,247.15,202,0.4,0.994676,7.605607,,20.0,,,0.01,
75,238.91,173,0.44,0.994306,8.637311,,20.0,,,0.01,
76,260.43,216,0.48,0.994081,8.702864,,20.0,,,0.01,
77,141.57,99,0.51,0.993545,6.739925,,20.0,,,0.01,
78,252.47,205,0.56,0.993245,8.171113,,20.0,,,0.01,
79,212.73,153,0.59,0.993301,8.492168,,20.0,,,0.01,
80,116.63,75,0.61,0.992725,5.369016,,20.0,,,0.01,
81,134.05,91,0.63,0.992092,5.750558,,20.0,,,0.01,
82,207.86,157,0.67,0.991155,8.494757,,20.0,,,0.01,
83,105.24,64,0.68,0.990353,5.266664,,20.0,,,0.01,
84,100.65,67,0.7,0.989926,5.153183,,20.0,,,0.01,
85,85.87,52,0.77,0.989465,4.814647,,20.0,,,0.01,
86,151.83,105,0.89,0.987733,5.636729,,20.0,,,0.01,
87,101.61,67,0.92,0.986379,5.044545,,20.0,,,0.01,
88,102.14,60,0.93,0.985198,5.522097,,20.0,,,0.01,
89,80.5,50,0.94,0.983936,4.419719,,20.0,,,0.01,
90,112.15,64,0.96,0.983009,6.493439,,20.0,,,0.01,
91,109.7,64,0.97,0.98254,5.812165,,20.0,,,0.01,
92,94.54,58,0.99,0.98181,4.97103,,20.0,,,0.01,
93,104.83,62,1.0,0.981119,5.377256,,20.0,,,0.01,
94,104.7,62,1.01,0.980575,5.625338,,20.0,,,0.01,
95,103.77,59,1.03,0.979588,5.36474,,20.0,,,0.01,
96,91.95,54,1.04,0.978896,5.527924,,20.0,,,0.01,
97,130.58,80,1.05,0.977754,5.553719,,20.0,,,0.01,
98,120.27,69,1.07,0.976948,6.059735,,20.0,,,0.01,
99,151.7,97,1.09,0.976037,6.10827,,20.0,,,0.01,
100,238.99,147,1.12,0.975101,7.808383,,20.0,,,0.01,
101,107.67,62,1.23,0.974757,6.626278,,20.0,,,0.01,
102,85.01,84,1.25,0.974465,3.651247,,20.0,,,0.01,
103,54.1,59,1.26,0.97462,1.035446,,20.0,,,0.01,
104,43.75,53,1.27,0.974883,-0.703589,,20.0,,,0.01,
105,46.55,58,1.29,0.974941,-0.361432,,20.0,,,0.01,
106,77.92,75,1.3,0.975471,3.324128,,20.0,,,0.01,
107,96.95,92,1.32,0.976386,4.191049,,20.0,,,0.01,
108,50.06,54,1.33,0.976946,0.403391,,20.0,,,0.01,
109,107.81,92,1.36,0.977976,5.012846,,20.0,,,0.01,
110,40.66,47,1.37,0.979083,-0.969225,,20.0,,,0.01,
111,46.2,52,1.38,0.979901,-0.677157,,20.0,,,0.01,
112,49.99,47,1.39,0.980294,0.626559,,20.0,,,0.01,
113,9.68,22,1.39,0.980642,-27.212158,,20.0,,,0.01,
114,20.24,29,1.4,0.980977,-8.879426,,20.0,,,0.01,
115,11.23,28,1.4,0.981571,-20.912796,,20.0,,,0.01,
116,11.61,30,1.41,0.98222,-21.737097,,20.0,,,0.01,
117,15.2,26,1.42,0.98251,-15.695059,,20.0,,,0.01,
118,18.72,24,1.42,0.98336,-8.443603,,20.0,,,0.01,
119,25.75,35,1.43,0.983666,-5.631485,,20.0,,,0.01,
120,18.25,28,1.44,0.984113,-10.461669,,20.0,,,0.01,
121,33.4,47,1.45,0.984108,-3.15154,,20.0,,,0.01,
122,10.58,29,1.45,0.984526,-23.800747,,20.0,,,0.01,
123,21.06,32,1.46,0.984807,-8.650961,,20.0,,,0.01,
124,12.34,33,1.47,0.984948,-19.025421,,20.0,,,0.01,
125,19.18,29,1.47,0.985311,-9.479162,,20.0,,,0.01,
126,22.26,32,1.48,0.985296,-7.849305,,20.0,,,0.01,
127,19.26,29,1.49,0.985731,-9.321165,,20.0,,,0.01,
128,19.71,30,1.49,0.986533,-9.161178,,20.0,,,0.01,
129,25.21,35,1.5,0.986496,-6.196739,,20.0,,,0.01,
130,18.07,28,1.51,0.986988,-10.160089,,20.0,,,0.01,
131,22.75,32,1.51,0.987515,-6.834629,,20.0,,,0.01,
132,18.49,26,1.52,0.987446,-11.363602,,20.0,,,0.01,
133,20.63,27,1.52,0.987325,-8.56517,,20.0,,,0.01,
134,17.04,23,1.53,0.987432,-10.782358,,20.0,,,0.01,
135,14.81,18,1.53,0.987553,-13.283449,,20.0,,,0.01,
136,14.35,17,1.54,0.987286,-15.414048,,20.0,,,0.01,
137,25.5,34,1.54,0.986915,-5.917202,,20.0,,,0.01,
138,18.94,22,1.55,0.986734,-8.849545,,20.0,,,0.01,
139,21.85,25,1.55,0.986788,-6.709987,,20.0,,,0.01,
140,25.55,40,1.56,0.986395,-6.912145,,20.0,,,0.01,
141,15.38,18,1.57,0.985984,-12.712808,,20.0,,,0.01,
142,21.61,30,1.58,0.98511,-8.352768,,20.0,,,0.01,
143,21.84,28,1.59,0.98432,-7.411103,,20.0,,,0.01,
144,19.52,26,1.6,0.983479,-9.553712,,20.0,,,0.01,
145,19.08,31,1.61,0.983019,-9.9857,,20.0,,,0.01,
146,5.76,16,1.62,0.982342,-42.43618,,20.0,,,0.01,
147,10.09,26,1.62,0.981222,-28.564156,,20.0,,,0.01,
148,26.18,33,1.64,0.980338,-5.118114,,20.0,,,0.01,
149,14.01,21,1.64,0.979862,-13.793446,,20.0,,,0.01,
150,10.82,27,1.65,0.979091,-22.157089,,20.0,,,0.01,
151,13.72,29,1.71,0.97831,-16.434563,,20.0,,,0.01,
152,9.65,24,1.72,0.977542,-21.789635,,20.0,,,0.01,
153,11.91,20,1.72,0.976753,-17.091461,,20.0,,,0.01,
