episode,return,length,wall_time,sigma_mean,actor_loss,critic_loss,baseline,mean_value,mean_td_error,actor_lr,critic_lr
1,36.96,35,0.02,0.97387,0.0414,1.166511,,-0.002207,1.059739,0.001,0.001
2,12.63,13,0.02,0.973758,-0.141305,0.979357,,0.243216,0.974502,0.001,0.001
3,20.52,18,0.03,0.973888,0.230025,1.33001,,0.436941,1.136969,0.001,0.001
4,11.04,12,0.03,0.973975,-0.258915,0.924784,,0.504929,0.913523,0.001,0.001
5,71.95,40,0.04,0.973996,-0.157985,3.50527,,0.435612,1.792828,0.001,0.001
6,13.66,21,0.05,0.974034,-0.002856,0.634266,,0.248086,0.642656,0.001,0.001
7,5.86,7,0.05,0.974117,0.214522,1.11117,,1.162001,0.800328,0.001,0.001
8,11.43,11,0.05,0.974124,-0.289443,1.292102,,1.365855,1.004315,0.001,0.001
9,10.3,11,0.05,0.974105,-0.078039,1.14165,,1.416144,0.896542,0.001,0.001
10,10.37,12,0.06,0.974003,-0.37025,1.171152,,1.016512,0.825816,0.001,0.001
11,14.09,12,0.06,0.974078,0.677143,1.66034,,2.038192,1.121841,0.001,0.001
12,9.09,10,0.06,0.974202,0.299541,1.429043,,1.652545,0.849203,0.001,0.001
13,17.85,14,0.07,0.974338,0.200621,1.932028,,2.189902,1.218118,0.001,0.001
14,6.74,8,0.07,0.974488,0.14963,1.888812,,1.976653,0.755544,0.001,0.001
15,5.69,7,0.07,0.974576,-0.546362,1.904985,,2.05315,0.706733,0.001,0.001
16,8.35,9,0.07,0.974651,8.3e-05,1.976215,,2.683621,0.828215,0.001,0.001
17,8.61,9,0.08,0.974739,0.12172,2.09576,,2.737912,0.84965,0.001,0.001
18,7.18,8,0.08,0.974809,-0.024273,2.549181,,3.011422,0.771848,0.001,0.001
19,7.0,8,0.08,0.974837,-0.541717,2.646877,,3.135148,0.738724,0.001,0.001
20,6.73,8,0.08,0.974829,-0.428483,2.797448,,3.082837,0.69785,0.001,0.001
21,8.13,9,0.09,0.97495,0.655427,2.54996,,3.189583,0.76457,0.001,0.001
22,7.38,8,0.09,0.975061,-0.029519,3.273917,,3.614824,0.757301,0.001,0.001
23,5.81,7,0.09,0.975165,0.193049,3.954293,,3.624054,0.635018,0.001,0.001
24,8.64,9,0.09,0.975231,-0.224958,3.19726,,3.905214,0.788688,0.001,0.001
25,7.46,8,0.1,0.975336,0.348938,3.776134,,3.808108,0.735991,0.001,0.001
