episode,return,length,wall_time,sigma_mean,actor_loss,critic_loss,baseline,mean_value,mean_td_error,actor_lr,critic_lr
1,61.57,42,0.05,0.976164,0.019719,2.311384,,-0.351985,1.476572,0.01,0.001
2,4.24,9,0.06,0.978392,0.581989,0.396559,,-0.175435,0.498963,0.01,0.001
3,0.91,14,0.06,0.980793,0.24237,0.609813,,-0.004637,0.078274,0.01,0.001
4,3.24,21,0.07,0.982624,0.138963,0.357142,,-0.061732,0.161547,0.01,0.001
5,2.43,20,0.07,0.984667,0.236994,0.325508,,0.01543,0.125694,0.01,0.001
6,2.81,24,0.08,0.98655,0.117975,0.435156,,0.11361,0.117788,0.01,0.001
7,-0.91,18,0.08,0.987898,-0.253085,0.665506,,0.16268,-0.052255,0.01,0.001
8,-0.7,20,0.08,0.988769,-0.226469,0.584015,,0.129509,-0.038629,0.01,0.001
9,-1.52,18,0.09,0.988233,-0.501831,0.658922,,0.112041,-0.090113,0.01,0.001
10,-2.7,18,0.09,0.987442,-0.182414,0.718091,,0.036672,-0.156843,0.01,0.001
11,-2.75,18,0.1,0.987017,0.232177,0.717152,,-0.026485,-0.160639,0.01,0.001
12,-3.02,18,0.1,0.986323,-0.108292,0.713529,,-0.103943,-0.175711,0.01,0.001
13,-2.83,18,0.11,0.985885,0.070945,0.665851,,-0.194506,-0.166098,0.01,0.001
14,-3.11,18,0.11,0.985596,-0.037255,0.640196,,-0.297034,-0.181464,0.01,0.001
15,-3.29,18,0.11,0.985519,0.098958,0.645178,,-0.40371,-0.191314,0.01,0.001
16,-3.76,18,0.12,0.9855,0.082116,0.617683,,-0.515543,-0.217594,0.01,0.001
17,-3.67,18,0.12,0.985679,0.064172,0.626923,,-0.618184,-0.212717,0.01,0.001
18,-3.85,18,0.13,0.9856,-0.21004,0.608634,,-0.744193,-0.222018,0.01,0.001
19,-3.48,18,0.13,0.985909,0.359078,0.576245,,-0.857473,-0.201396,0.01,0.001
20,-3.76,18,0.13,0.986098,-0.046523,0.5868,,-0.983408,-0.21611,0.01,0.001
21,-3.2,18,0.14,0.985873,-0.38626,0.581969,,-1.079607,-0.185276,0.01,0.001
22,-3.33,18,0.14,0.985705,0.025373,0.560356,,-1.214575,-0.191561,0.01,0.001
23,-3.07,18,0.15,0.985594,0.003222,0.553014,,-1.325639,-0.177149,0.01,0.001
24,-3.31,18,0.15,0.985141,-0.267944,0.522979,,-1.482058,-0.1893,0.01,0.001
25,-3.32,18,0.15,0.9844,-0.179527,0.504045,,-1.597428,-0.189965,0.01,0.001
26,-3.08,18,0.16,0.983267,-0.26499,0.502227,,-1.713826,-0.176494,0.01,0.001
27,-3.29,18,0.16,0.982338,0.102077,0.531226,,-1.852782,-0.187388,0.01,0.001
28,-3.12,18,0.17,0.982079,0.356383,0.482487,,-1.958978,-0.177769,0.01,0.001
29,-2.76,18,0.17,0.982065,0.13932,0.501451,,-2.064441,-0.157569,0.01,0.001
30,-2.68,18,0.18,0.982085,0.028257,0.461149,,-2.190968,-0.153458,0.01,0.001
31,-1.66,17,0.18,0.982364,0.137869,0.633341,,-2.309872,-0.103757,0.01,0.001
32,-1.75,17,0.18,0.982776,0.070905,0.657737,,-2.403373,-0.109592,0.01,0.001
33,-2.42,18,0.19,0.98321,0.052396,0.608441,,-2.492132,-0.140028,0.01,0.001
