episode,return,length,wall_time,sigma_mean,actor_loss,critic_loss,baseline,mean_value,mean_td_error,actor_lr,critic_lr
1,13.36,17,0.0,0.974077,,,,,,0.0001,
2,26.76,22,0.01,0.974077,,,,,,0.0001,
3,27.94,24,0.01,0.974077,,,,,,0.0001,
4,10.32,13,0.01,0.974077,,,,,,0.0001,
5,48.0,31,0.04,0.974098,66.465027,,,,,0.0001,
6,13.36,15,0.04,0.974098,,,,,,0.0001,
7,7.55,9,0.05,0.974098,,,,,,0.0001,
8,10.0,11,0.05,0.974098,,,,,,0.0001,
9,26.23,21,0.05,0.974098,,,,,,0.0001,
10,7.97,9,0.06,0.974133,35.483269,,,,,0.0001,
11,38.3,28,0.06,0.974133,,,,,,0.0001,
12,12.5,13,0.06,0.974133,,,,,,0.0001,
13,16.79,17,0.06,0.974133,,,,,,0.0001,
14,11.51,14,0.07,0.974133,,,,,,0.0001,
15,23.04,20,0.08,0.974126,50.715374,,,,,0.0001,
16,29.19,23,0.08,0.974126,,,,,,0.0001,
17,18.5,18,0.08,0.974126,,,,,,0.0001,
18,14.3,14,0.08,0.974126,,,,,,0.0001,
19,31.95,25,0.09,0.974126,,,,,,0.0001,
20,11.15,12,0.1,0.974101,47.899559,,,,,0.0001,
21,15.74,16,0.1,0.974101,,,,,,0.0001,
22,7.68,9,0.1,0.974101,,,,,,0.0001,
23,65.87,41,0.11,0.974101,,,,,,0.0001,
24,12.02,13,0.11,0.974101,,,,,,0.0001,
25,10.35,11,0.12,0.974082,77.258919,,,,,0.0001,
26,37.12,29,0.12,0.974082,,,,,,0.0001,
27,11.03,12,0.12,0.974082,,,,,,0.0001,
28,11.2,16,0.12,0.974082,,,,,,0.0001,
29,6.14,8,0.12,0.974082,,,,,,0.0001,
30,15.19,15,0.13,0.974079,47.153393,,,,,0.0001,
31,25.01,22,0.14,0.974079,,,,,,0.0001,
32,23.7,20,0.14,0.974079,,,,,,0.0001,
33,7.0,9,0.14,0.974079,,,,,,0.0001,
34,11.43,14,0.14,0.974079,,,,,,0.0001,
35,71.79,47,0.16,0.974079,88.897293,,,,,0.0001,
36,12.87,14,0.16,0.974079,,,,,,0.0001,
37,35.19,27,0.16,0.974079,,,,,,0.0001,
38,20.22,19,0.16,0.974079,,,,,,0.0001,
39,9.57,11,0.17,0.974079,,,,,,0.0001,
40,42.93,30,0.18,0.974079,66.349831,,,,,0.0001,
41,9.61,14,0.18,0.974079,,,,,,0.0001,
42,14.21,15,0.18,0.974079,,,,,,0.0001,
43,12.86,14,0.18,0.974079,,,,,,0.0001,
44,16.8,16,0.19,0.974079,,,,,,0.0001,
45,6.42,9,0.19,0.974082,27.729092,,,,,0.0001,
46,13.67,15,0.19,0.974082,,,,,,0.0001,
47,12.67,15,0.2,0.974082,,,,,,0.0001,
