episode,return,length,wall_time,sigma_mean,actor_loss,critic_loss,baseline,mean_value,mean_td_error,actor_lr,critic_lr
1,36.96,35,0.01,0.974077,,,,,,0.0001,0.001
2,11.08,12,0.01,0.974077,,,,,,0.0001,0.001
3,41.79,35,0.01,0.974077,,,,,,0.0001,0.001
4,62.17,39,0.02,0.974077,,,,,,0.0001,0.001
5,14.38,19,0.04,0.974098,5.044411,1.600259,,0.03215,1.192828,0.0001,0.001
6,4.98,7,0.04,0.974098,,,,,,0.0001,0.001
7,9.68,11,0.04,0.974098,,,,,,0.0001,0.001
8,15.25,17,0.05,0.974098,,,,,,0.0001,0.001
9,9.63,11,0.05,0.974098,,,,,,0.0001,0.001
10,8.63,19,0.06,0.974108,3.200124,0.701614,,0.042156,0.746611,0.0001,0.001
11,13.81,15,0.06,0.974108,,,,,,0.0001,0.001
12,6.32,8,0.06,0.974108,,,,,,0.0001,0.001
13,4.25,15,0.06,0.974108,,,,,,0.0001,0.001
14,7.81,9,0.06,0.974108,,,,,,0.0001,0.001
15,9.68,11,0.07,0.974101,2.860719,0.705599,,0.181907,0.722394,0.0001,0.001
16,14.9,15,0.07,0.974101,,,,,,0.0001,0.001
17,15.15,22,0.07,0.974101,,,,,,0.0001,0.001
18,12.37,13,0.07,0.974101,,,,,,0.0001,0.001
19,6.56,9,0.08,0.974101,,,,,,0.0001,0.001
20,8.06,10,0.08,0.974094,3.486599,0.772249,,0.36981,0.821633,0.0001,0.001
21,53.67,47,0.09,0.974094,,,,,,0.0001,0.001
22,12.07,15,0.09,0.974094,,,,,,0.0001,0.001
23,12.82,13,0.09,0.974094,,,,,,0.0001,0.001
24,14.36,22,0.09,0.974094,,,,,,0.0001,0.001
25,15.36,23,0.11,0.974102,3.834934,1.004788,,0.294233,0.896628,0.0001,0.001
26,14.42,14,0.11,0.974102,,,,,,0.0001,0.001
27,8.68,17,0.11,0.974102,,,,,,0.0001,0.001
28,14.78,14,0.11,0.974102,,,,,,0.0001,0.001
29,26.78,20,0.12,0.974102,,,,,,0.0001,0.001
30,10.74,12,0.12,0.97412,4.319911,1.216673,,0.776516,0.963975,0.0001,0.001
31,12.69,22,0.13,0.97412,,,,,,0.0001,0.001
32,5.03,17,0.13,0.97412,,,,,,0.0001,0.001
33,42.3,34,0.13,0.97412,,,,,,0.0001,0.001
