episode,return,length,wall_time,sigma_mean,actor_loss,critic_loss,baseline,mean_value,mean_td_error
590,207.79,96,12.39,0.972418,-3.50685,,87.087326,,
591,193.78,91,12.4,0.972418,,,,,
592,180.38,86,12.41,0.972418,,,,,
593,172.58,82,12.42,0.972418,,,,,
594,187.02,88,12.44,0.972418,,,,,
595,209.56,97,12.48,0.972358,-18.86459,,86.874462,,
596,190.77,88,12.49,0.972358,,,,,
597,202.27,94,12.51,0.972358,,,,,
598,165.13,79,12.52,0.972358,,,,,
599,183.54,85,12.53,0.972358,,,,,
600,177.22,83,12.57,0.972296,-18.025736,,86.650878,,
601,199.96,92,12.66,0.972296,,,,,
602,181.37,85,12.67,0.972296,,,,,
603,164.12,79,12.68,0.972296,,,,,
604,156.0,75,12.69,0.972296,,,,,
605,193.25,89,12.74,0.972131,-26.214781,,86.36019,,
606,168.09,80,12.75,0.972131,,,,,
607,171.29,86,12.76,0.972131,,,,,
608,179.2,84,12.77,0.972131,,,,,
609,176.01,82,12.78,0.972131,,,,,
610,157.32,76,12.82,0.971976,-34.466492,,85.925349,,
611,155.15,76,12.83,0.971976,,,,,
612,206.11,95,12.84,0.971976,,,,,
613,161.59,77,12.85,0.971976,,,,,
614,169.09,80,12.86,0.971976,,,,,
615,184.98,86,12.91,0.971794,-26.020067,,85.612027,,
616,174.51,81,12.92,0.971794,,,,,
617,184.61,86,12.93,0.971794,,,,,
618,168.34,80,12.94,0.971794,,,,,
619,192.69,88,12.95,0.971794,,,,,
620,192.87,90,13.0,0.97163,-12.761532,,85.450665,,
621,182.51,85,13.01,0.97163,,,,,
622,171.2,80,13.02,0.97163,,,,,
623,167.41,80,13.03,0.97163,,,,,
624,171.62,83,13.04,0.97163,,,,,
625,169.58,80,13.1,0.971498,-26.146675,,85.11495,,
626,162.55,78,13.11,0.971498,,,,,
627,177.62,83,13.12,0.971498,,,,,
628,173.17,81,13.13,0.971498,,,,,
629,170.44,81,13.14,0.971498,,,,,
630,183.33,85,13.19,0.971686,-17.588037,,84.822992,,
631,196.82,90,13.2,0.971686,,,,,
632,145.94,74,13.21,0.971686,,,,,
633,170.34,80,13.22,0.971686,,,,,
634,195.04,90,13.23,0.971686,,,,,
635,185.32,89,13.27,0.97193,-12.940738,,84.638866,,
636,169.7,82,13.28,0.97193,,,,,
637,182.37,85,13.29,0.97193,,,,,
638,182.78,84,13.3,0.97193,,,,,
639,185.79,86,13.32,0.97193,,,,,
640,199.05,97,13.36,0.972102,-7.956777,,84.556711,,
641,222.63,104,13.38,0.972102,,,,,
642,222.24,107,13.39,0.972102,,,,,
643,176.85,83,13.4,0.972102,,,,,
644,195.79,90,13.41,0.972102,,,,,
645,191.95,88,13.46,0.972285,16.975328,,84.762757,,
646,209.56,96,13.47,0.972285,,,,,
647,218.62,101,13.48,0.972285,,,,,
648,178.65,83,13.49,0.972285,,,,,
649,208.39,94,13.5,0.972285,,,,,
650,194.84,89,13.55,0.972506,17.967806,,84.972624,,
651,208.96,94,13.66,0.972506,,,,,
652,194.88,89,13.67,0.972506,,,,,
653,198.22,91,13.68,0.972506,,,,,
654,212.75,98,13.7,0.972506,,,,,
655,196.7,90,13.75,0.972782,18.11978,,85.177924,,
656,219.34,99,13.76,0.972782,,,,,
657,216.71,97,13.77,0.972782,,,,,
658,218.92,98,13.78,0.972782,,,,,
659,190.31,87,13.8,0.972782,,,,,
660,222.64,105,13.85,0.972991,26.864706,,85.532014,,
661,221.49,99,13.86,0.972991,,,,,
662,210.59,94,13.87,0.972991,,,,,
663,210.75,95,13.88,0.972991,,,,,
664,222.12,98,13.9,0.972991,,,,,
665,197.69,90,13.95,0.973132,27.484772,,85.893847,,
666,220.87,102,13.96,0.973132,,,,,
667,228.64,108,13.97,0.973132,,,,,
668,214.63,98,13.98,0.973132,,,,,
669,223.79,104,14.0,0.973132,,,,,
670,221.11,100,14.05,0.973209,29.730446,,86.284591,,
671,222.49,101,14.06,0.973209,,,,,
672,220.45,101,14.08,0.973209,,,,,
673,218.33,101,14.09,0.973209,,,,,
674,221.85,100,14.1,0.973209,,,,,
675,233.82,115,14.16,0.973368,32.64843,,86.680841,,
676,221.52,102,14.17,0.973368,,,,,
677,221.29,100,14.19,0.973368,,,,,
678,230.6,107,14.2,0.973368,,,,,
679,221.09,100,14.21,0.973368,,,,,
680,227.23,108,14.27,0.97344,31.518816,,87.094534,,
681,231.76,113,14.28,0.97344,,,,,
682,222.18,103,14.29,0.97344,,,,,
683,220.0,101,14.31,0.97344,,,,,
684,217.83,99,14.32,0.97344,,,,,
685,221.0,98,14.37,0.973663,30.64003,,87.429443,,
686,223.14,105,14.38,0.973663,,,,,
687,216.46,100,14.4,0.973663,,,,,
688,214.85,98,14.41,0.973663,,,,,
689,225.98,109,14.42,0.973663,,,,,
690,220.24,100,14.48,0.973858,23.07449,,87.719838,,
691,219.82,99,14.49,0.973858,,,,,
692,215.56,100,14.5,0.973858,,,,,
693,220.5,100,14.51,0.973858,,,,,
694,221.76,104,14.53,0.973858,,,,,
695,219.58,100,14.58,0.9741,21.404922,,87.975881,,
696,231.07,117,14.6,0.9741,,,,,
697,219.91,102,14.61,0.9741,,,,,
698,223.94,106,14.62,0.9741,,,,,
699,213.6,98,14.63,0.9741,,,,,
700,216.02,100,14.69,0.974349,20.298786,,88.21744,,
701,218.42,100,14.77,0.974349,,,,,
702,215.29,98,14.78,0.974349,,,,,
703,231.15,116,14.8,0.974349,,,,,
704,217.6,99,14.81,0.974349,,,,,
705,218.37,103,14.86,0.974549,16.44182,,88.43268,,
706,221.05,105,14.88,0.974549,,,,,
707,209.66,98,14.89,0.974549,,,,,
708,218.49,99,14.9,0.974549,,,,,
709,220.29,104,14.91,0.974549,,,,,
710,221.32,107,14.97,0.974645,9.281009,,88.58859,,
711,220.14,100,14.98,0.974645,,,,,
712,219.61,106,14.99,0.974645,,,,,
713,221.82,101,15.01,0.974645,,,,,
714,222.5,110,15.02,0.974645,,,,,
715,221.77,106,15.08,0.974823,19.455359,,88.805423,,
716,216.72,99,15.09,0.974823,,,,,
717,221.82,107,15.1,0.974823,,,,,
718,213.99,99,15.12,0.974823,,,,,
719,213.95,99,15.13,0.974823,,,,,
720,218.53,101,15.19,0.975119,13.994677,,88.934692,,
721,215.08,99,15.2,0.975119,,,,,
722,217.88,100,15.21,0.975119,,,,,
723,215.89,102,15.22,0.975119,,,,,
724,212.65,98,15.24,0.975119,,,,,
725,215.08,100,15.29,0.975379,8.323616,,89.042131,,
726,211.55,100,15.3,0.975379,,,,,
727,215.29,99,15.31,0.975379,,,,,
728,218.21,106,15.33,0.975379,,,,,
729,216.02,98,15.34,0.975379,,,,,
730,217.34,101,15.39,0.975639,6.82472,,89.116374,,
731,217.76,100,15.41,0.975639,,,,,
732,215.79,99,15.42,0.975639,,,,,
733,216.15,103,15.43,0.975639,,,,,
734,220.32,107,15.45,0.975639,,,,,
735,216.53,102,15.5,0.976061,13.929796,,89.226678,,
736,101.79,58,15.51,0.976061,,,,,
737,214.25,101,15.52,0.976061,,,,,
738,216.57,99,15.53,0.976061,,,,,
739,213.64,98,15.54,0.976061,,,,,
740,214.38,99,15.59,0.976501,-11.865212,,89.06529,,
741,214.19,102,15.61,0.976501,,,,,
742,216.65,102,15.62,0.976501,,,,,
743,212.89,99,15.63,0.976501,,,,,
744,217.76,100,15.64,0.976501,,,,,
745,217.37,107,15.7,0.976999,6.370262,,89.109736,,
746,218.51,104,15.71,0.976999,,,,,
747,214.67,99,15.72,0.976999,,,,,
748,221.56,106,15.74,0.976999,,,,,
749,81.13,49,15.74,0.976999,,,,,
750,215.82,103,15.79,0.977444,-17.175549,,88.893173,,
751,215.39,101,15.85,0.977444,,,,,
752,216.28,104,15.86,0.977444,,,,,
753,220.02,103,15.87,0.977444,,,,,
754,213.44,99,15.88,0.977444,,,,,
755,218.82,103,15.94,0.977843,5.498007,,88.9614,,
756,212.3,100,15.95,0.977843,,,,,
757,214.48,102,15.96,0.977843,,,,,
758,220.46,104,15.98,0.977843,,,,,
759,221.01,107,15.99,0.977843,,,,,
760,214.88,99,16.09,0.978289,8.360659,,89.020597,,
761,213.59,101,16.1,0.978289,,,,,
762,216.8,101,16.11,0.978289,,,,,
763,217.56,105,16.13,0.978289,,,,,
764,218.6,105,16.14,0.978289,,,,,
765,212.8,95,16.2,0.978797,9.117988,,89.090559,,
766,228.86,113,16.21,0.978797,,,,,
767,217.51,104,16.22,0.978797,,,,,
768,225.86,106,16.24,0.978797,,,,,
769,221.52,111,16.25,0.978797,,,,,
770,221.17,107,16.31,0.979201,4.715574,,89.163736,,
771,219.7,107,16.32,0.979201,,,,,
772,209.25,97,16.33,0.979201,,,,,
773,240.72,130,16.35,0.979201,,,,,
774,218.62,105,16.36,0.979201,,,,,
775,215.72,101,16.42,0.979568,5.009176,,89.223721,,
776,218.27,106,16.44,0.979568,,,,,
777,217.03,104,16.45,0.979568,,,,,
778,221.12,104,16.46,0.979568,,,,,
779,221.81,106,16.48,0.979568,,,,,
780,213.91,102,16.53,0.979919,0.429794,,89.221264,,
781,219.94,106,16.54,0.979919,,,,,
782,215.71,102,16.56,0.979919,,,,,
783,212.83,100,16.57,0.979919,,,,,
784,221.27,105,16.59,0.979919,,,,,
785,214.32,102,16.65,0.980167,-2.089838,,89.221439,,
786,218.7,104,16.66,0.980167,,,,,
787,215.7,103,16.68,0.980167,,,,,
788,215.54,106,16.69,0.980167,,,,,
789,211.46,103,16.71,0.980167,,,,,
790,219.12,106,16.77,0.980375,-5.673068,,89.154422,,
791,211.74,101,16.78,0.980375,,,,,
792,215.04,104,16.8,0.980375,,,,,
793,203.38,97,16.82,0.980375,,,,,
794,218.55,107,16.84,0.980375,,,,,
795,217.61,109,16.9,0.980548,-7.558401,,89.065927,,
796,214.04,105,16.92,0.980548,,,,,
797,197.28,97,16.93,0.980548,,,,,
798,207.08,96,16.99,0.980548,,,,,
799,214.45,105,17.03,0.980548,,,,,
800,214.25,105,17.1,0.980607,-13.044882,,88.928591,,
801,211.49,108,17.24,0.980607,,,,,
802,213.87,107,17.26,0.980607,,,,,
803,209.97,102,17.28,0.980607,,,,,
804,210.46,101,17.3,0.980607,,,,,
805,208.71,105,17.36,0.980731,-12.436617,,88.746807,,
806,205.48,105,17.38,0.980731,,,,,
807,203.93,103,17.39,0.980731,,,,,
808,213.44,109,17.41,0.980731,,,,,
809,204.68,101,17.43,0.980731,,,,,
810,201.31,100,17.49,0.980888,-20.051085,,88.476483,,
811,206.32,107,17.51,0.980888,,,,,
812,200.16,104,17.52,0.980888,,,,,
813,205.56,104,17.53,0.980888,,,,,
814,203.25,104,17.55,0.980888,,,,,
815,202.99,101,17.6,0.98115,-22.817797,,88.168173,,
816,195.13,101,17.61,0.98115,,,,,
817,209.95,106,17.63,0.98115,,,,,
818,202.95,107,17.64,0.98115,,,,,
819,199.77,102,17.65,0.98115,,,,,
820,206.8,108,17.71,0.98139,-28.372223,,87.811667,,
821,194.85,101,17.72,0.98139,,,,,
822,198.18,103,17.74,0.98139,,,,,
823,196.57,109,17.75,0.98139,,,,,
824,193.54,100,17.76,0.98139,,,,,
825,193.42,102,17.81,0.981608,-39.08942,,87.322731,,
826,198.21,107,17.83,0.981608,,,,,
827,196.93,109,17.84,0.981608,,,,,
828,183.64,95,17.85,0.981608,,,,,
829,195.86,103,17.87,0.981608,,,,,
830,178.61,98,17.92,0.981723,-47.412926,,86.755958,,
831,185.34,107,17.93,0.981723,,,,,
832,192.21,108,17.95,0.981723,,,,,
833,186.47,101,17.96,0.981723,,,,,
834,181.99,104,17.97,0.981723,,,,,
835,189.38,102,18.03,0.981792,-57.439041,,86.055857,,
836,178.39,101,18.04,0.981792,,,,,
837,186.54,107,18.06,0.981792,,,,,
838,182.35,99,18.07,0.981792,,,,,
839,191.85,116,18.08,0.981792,,,,,
840,190.14,105,18.14,0.981801,-54.424374,,85.399283,,
841,184.34,105,18.15,0.981801,,,,,
842,187.89,109,18.16,0.981801,,,,,
843,184.36,109,18.18,0.981801,,,,,
844,182.01,104,18.19,0.981801,,,,,
845,186.12,102,18.25,0.981758,-58.22961,,84.685677,,
846,180.04,98,18.26,0.981758,,,,,
847,188.72,107,18.27,0.981758,,,,,
848,176.61,100,18.28,0.981758,,,,,
849,187.23,109,18.3,0.981758,,,,,
850,179.76,102,18.35,0.981614,-56.446846,,84.009764,,
851,172.15,100,18.46,0.981614,,,,,
852,176.72,97,18.47,0.981614,,,,,
853,182.35,107,18.48,0.981614,,,,,
854,183.03,109,18.49,0.981614,,,,,
855,181.93,101,18.55,0.981442,-58.35471,,83.290759,,
856,180.88,106,18.56,0.981442,,,,,
857,179.65,99,18.57,0.981442,,,,,
858,170.86,100,18.59,0.981442,,,,,
859,179.68,106,18.6,0.981442,,,,,
860,170.49,100,18.65,0.981228,-60.111443,,82.55415,,
861,171.02,102,18.67,0.981228,,,,,
862,169.17,95,18.68,0.981228,,,,,
863,174.14,91,18.69,0.981228,,,,,
864,167.32,104,18.7,0.981228,,,,,
865,139.25,81,18.75,0.980958,-68.39566,,81.726521,,
866,168.11,100,18.76,0.980958,,,,,
867,137.77,85,18.77,0.980958,,,,,
868,136.61,86,18.78,0.980958,,,,,
869,166.82,102,18.79,0.980958,,,,,
870,161.2,100,18.84,0.98072,-84.662331,,80.665019,,
871,128.78,78,18.85,0.98072,,,,,
872,162.95,93,18.87,0.98072,,,,,
873,160.93,97,18.88,0.98072,,,,,
874,166.51,97,18.89,0.98072,,,,,
875,161.35,90,18.94,0.980425,-71.10125,,79.821092,,
876,142.03,90,18.95,0.980425,,,,,
877,142.81,89,18.96,0.980425,,,,,
878,130.2,78,18.97,0.980425,,,,,
879,161.46,92,18.98,0.980425,,,,,
880,161.91,94,19.03,0.98013,-79.478882,,78.83245,,
881,162.18,95,19.04,0.98013,,,,,
882,126.09,78,19.05,0.98013,,,,,
883,160.49,94,19.06,0.98013,,,,,
884,151.13,91,19.07,0.98013,,,,,
885,140.95,85,19.12,0.979855,-72.844254,,77.9224,,
886,124.36,75,19.13,0.979855,,,,,
887,120.23,75,19.14,0.979855,,,,,
888,154.23,89,19.15,0.979855,,,,,
889,152.67,97,19.16,0.979855,,,,,
890,127.13,79,19.2,0.979621,-85.156815,,76.846895,,
891,152.31,94,19.21,0.979621,,,,,
892,95.85,59,19.22,0.979621,,,,,
893,106.87,65,19.23,0.979621,,,,,
894,158.78,94,19.24,0.979621,,,,,
895,115.5,71,19.28,0.979397,-89.398888,,75.732901,,
896,108.06,65,19.29,0.979397,,,,,
897,87.83,55,19.3,0.979397,,,,,
898,109.01,69,19.31,0.979397,,,,,
899,71.41,47,19.31,0.979397,,,,,
900,156.74,96,19.35,0.979207,-106.087265,,74.396841,,
901,115.56,71,19.41,0.979207,,,,,
902,151.56,93,19.42,0.979207,,,,,
903,135.78,85,19.44,0.979207,,,,,
904,104.06,66,19.44,0.979207,,,,,
905,131.09,78,19.49,0.978986,-83.095512,,73.36513,,
906,130.39,77,19.5,0.978986,,,,,
907,111.31,69,19.51,0.978986,,,,,
908,148.5,88,19.52,0.978986,,,,,
909,129.49,80,19.53,0.978986,,,,,
910,83.62,54,19.56,0.978837,-79.590286,,72.341996,,
911,103.64,65,19.57,0.978837,,,,,
912,145.93,84,19.58,0.978837,,,,,
913,119.38,73,19.59,0.978837,,,,,
914,147.25,88,19.6,0.978837,,,,,
915,156.18,90,19.65,0.978665,-60.162975,,71.597089,,
916,100.8,64,19.66,0.978665,,,,,
917,145.12,87,19.67,0.978665,,,,,
918,109.44,69,19.68,0.978665,,,,,
919,89.69,56,19.74,0.978665,,,,,
920,107.54,68,19.82,0.978493,-92.147598,,70.446934,,
921,144.03,90,19.84,0.978493,,,,,
922,127.29,80,19.86,0.978493,,,,,
923,142.67,84,19.87,0.978493,,,,,
924,143.31,89,19.88,0.978493,,,,,
925,90.68,57,19.94,0.978372,-62.499691,,69.649822,,
926,149.02,90,19.96,0.978372,,,,,
927,150.12,91,19.97,0.978372,,,,,
928,158.39,99,19.99,0.978372,,,,,
929,152.98,95,20.05,0.978372,,,,,
930,145.56,93,20.11,0.978265,-42.865643,,69.110609,,
931,151.42,96,20.12,0.978265,,,,,
932,151.79,87,20.13,0.978265,,,,,
933,128.44,78,20.14,0.978265,,,,,
934,156.16,95,20.16,0.978265,,,,,
935,156.82,94,20.22,0.978196,-37.345009,,68.630603,,
936,154.35,95,20.23,0.978196,,,,,
937,164.37,100,20.25,0.978196,,,,,
938,161.49,91,20.26,0.978196,,,,,
939,160.94,95,20.27,0.978196,,,,,
940,159.85,100,20.33,0.978229,-21.299713,,68.328277,,
941,164.47,99,20.34,0.978229,,,,,
942,162.63,88,20.35,0.978229,,,,,
943,158.51,97,20.36,0.978229,,,,,
944,141.59,91,20.38,0.978229,,,,,
945,161.88,99,20.43,0.978284,-24.457573,,68.014737,,
946,158.36,94,20.44,0.978284,,,,,
947,164.99,97,20.45,0.978284,,,,,
948,156.95,94,20.47,0.978284,,,,,
949,154.55,94,20.48,0.978284,,,,,
950,158.32,97,20.53,0.97819,-27.722485,,67.711428,,
951,164.43,98,20.63,0.97819,,,,,
952,160.72,91,20.64,0.97819,,,,,
953,164.64,97,20.65,0.97819,,,,,
954,166.43,92,20.67,0.97819,,,,,
955,155.05,93,20.72,0.978045,-13.859033,,67.563969,,
956,157.87,96,20.73,0.978045,,,,,
957,154.34,93,20.74,0.978045,,,,,
958,162.67,97,20.75,0.978045,,,,,
959,158.84,92,20.76,0.978045,,,,,
960,156.72,96,20.81,0.97795,-22.541845,,67.271831,,
961,151.03,94,20.82,0.97795,,,,,
962,158.54,90,20.84,0.97795,,,,,
963,157.56,92,20.85,0.97795,,,,,
964,162.02,99,20.86,0.97795,,,,,
965,169.46,95,20.91,0.977809,-17.446493,,67.067955,,
966,161.01,101,20.92,0.977809,,,,,
967,164.28,100,20.94,0.977809,,,,,
968,161.63,95,20.95,0.977809,,,,,
969,162.22,91,20.96,0.977809,,,,,
970,161.56,99,21.01,0.977838,-13.065408,,66.859502,,
971,164.73,94,21.02,0.977838,,,,,
972,161.19,97,21.04,0.977838,,,,,
973,168.11,94,21.05,0.977838,,,,,
974,153.22,93,21.06,0.977838,,,,,
975,167.17,93,21.11,0.977839,-9.758703,,66.746158,,
976,163.6,98,21.12,0.977839,,,,,
977,152.95,91,21.13,0.977839,,,,,
978,174.77,94,21.14,0.977839,,,,,
979,158.66,88,21.15,0.977839,,,,,
980,166.92,92,21.21,0.977813,-2.376321,,66.725009,,
981,166.72,94,21.22,0.977813,,,,,
982,176.94,105,21.23,0.977813,,,,,
983,157.73,92,21.24,0.977813,,,,,
984,157.57,87,21.25,0.977813,,,,,
985,162.74,99,21.3,0.977875,-5.580659,,66.633725,,
986,141.18,88,21.32,0.977875,,,,,
987,161.59,95,21.33,0.977875,,,,,
988,164.32,106,21.34,0.977875,,,,,
989,147.87,94,21.35,0.977875,,,,,
990,159.03,94,21.41,0.978063,-25.575521,,66.283953,,
991,152.77,91,21.42,0.978063,,,,,
992,154.91,96,21.43,0.978063,,,,,
993,160.46,90,21.44,0.978063,,,,,
994,170.2,93,21.45,0.978063,,,,,
995,172.12,104,21.5,0.97821,-6.506637,,66.210473,,
996,140.61,90,21.51,0.97821,,,,,
997,134.02,87,21.52,0.97821,,,,,
998,153.83,92,21.54,0.97821,,,,,
999,159.83,93,21.55,0.97821,,,,,
1000,154.24,96,21.6,0.978356,-32.620419,,65.794434,,
