episode,return,length,wall_time,sigma_mean,actor_loss,critic_loss,baseline,mean_value,mean_td_error,actor_lr,critic_lr
1,12.53,26,0.03,0.967864,-0.316678,,3.473501,,,0.01,
2,1.34,14,0.03,0.968041,-11.434502,,3.216009,,,0.01,
3,58.94,35,0.04,0.971062,7.828381,,4.555071,,,0.01,
4,3.13,9,0.04,0.970768,-14.414066,,4.358406,,,0.01,
5,51.74,32,0.05,0.968948,7.189416,,5.576468,,,0.01,
6,52.1,32,0.06,0.967553,7.570126,,6.717759,,,0.01,
7,57.84,36,0.06,0.966454,7.019099,,7.921114,,,0.01,
8,66.95,42,0.07,0.966181,7.228061,,9.238746,,,0.01,
9,70.33,45,0.08,0.965563,6.241041,,10.559695,,,0.01,
10,96.12,72,0.1,0.964023,7.227911,,12.284566,,,0.01,
11,19.33,50,0.11,0.962877,-5.736616,,11.891183,,,0.01,
12,84.98,115,0.14,0.961464,2.665755,,12.546076,,,0.01,
13,24.63,55,0.15,0.960893,-3.416207,,12.28957,,,0.01,
14,44.93,75,0.17,0.95984,0.071976,,12.323904,,,0.01,
15,17.79,48,0.18,0.958712,-6.811055,,11.860482,,,0.01,
16,10.71,41,0.19,0.957266,-11.617485,,11.272617,,,0.01,
17,9.18,40,0.2,0.956438,-10.285686,,10.659219,,,0.01,
18,15.84,45,0.21,0.956009,-5.416903,,10.218374,,,0.01,
19,15.06,45,0.22,0.955621,-6.276119,,9.810021,,,0.01,
20,8.9,38,0.23,0.955219,-10.213045,,9.277503,,,0.01,
21,8.29,39,0.23,0.954962,-10.089591,,8.750774,,,0.01,
22,9.79,36,0.24,0.955316,-7.736092,,8.312371,,,0.01,
23,5.77,37,0.25,0.955689,-11.447761,,7.78214,,,0.01,
24,9.27,41,0.26,0.956033,-7.888273,,7.351016,,,0.01,
25,5.94,37,0.27,0.956447,-10.390541,,6.88111,,,0.01,
26,7.1,34,0.27,0.956799,-9.166156,,6.484657,,,0.01,
27,10.53,43,0.28,0.957356,-5.701172,,6.16349,,,0.01,
28,11.75,42,0.29,0.957559,-5.140432,,5.905625,,,0.01,
29,13.93,43,0.3,0.957757,-3.268359,,5.704263,,,0.01,
30,18.69,42,0.31,0.957808,0.042678,,5.708561,,,0.01,
31,29.94,57,0.32,0.957462,2.523976,,5.94535,,,0.01,
32,66.61,100,0.35,0.956851,4.91573,,6.802181,,,0.01,
33,33.09,50,0.36,0.956391,2.738986,,7.082216,,,0.01,
34,53.46,72,0.38,0.956182,4.915895,,7.751083,,,0.01,
35,181.02,167,0.41,0.956767,8.879405,,10.267625,,,0.01,
36,137.96,119,0.44,0.956906,7.42487,,12.372172,,,0.01,
37,142.49,125,0.47,0.956673,6.944567,,14.364558,,,0.01,
38,97.72,78,0.49,0.956484,5.496748,,15.700555,,,0.01,
39,126.07,109,0.52,0.956844,7.473198,,17.493166,,,0.01,
40,210.48,171,0.56,0.957034,7.46131,,20.024496,,,0.01,
41,32.36,34,0.57,0.957092,-2.452333,,19.78672,,,0.01,
42,33.94,35,0.58,0.957464,-1.619553,,19.599482,,,0.01,
43,13.24,17,0.59,0.957829,-13.977329,,18.933168,,,0.01,
44,12.63,16,0.59,0.957986,-14.815977,,18.291775,,,0.01,
45,8.34,11,0.6,0.957994,-25.223921,,17.587724,,,0.01,
46,15.0,17,0.6,0.958102,-9.529775,,17.094267,,,0.01,
47,11.13,14,0.61,0.958071,-15.251541,,16.514656,,,0.01,
48,16.99,18,0.61,0.958108,-6.605661,,16.1328,,,0.01,
49,7.67,10,0.62,0.95796,-24.033255,,15.524399,,,0.01,
50,9.32,12,0.62,0.957974,-15.995587,,14.98415,,,0.01,
51,8.47,11,0.64,0.958122,-17.133171,,14.453922,,,0.01,
52,7.61,10,0.64,0.958427,-17.678364,,13.923117,,,0.01,
53,9.36,12,0.64,0.958665,-14.006101,,13.460219,,,0.01,
54,5.74,8,0.65,0.959168,-21.174929,,12.93623,,,0.01,
55,6.41,9,0.65,0.959654,-19.512869,,12.450014,,,0.01,
56,6.66,9,0.65,0.959911,-20.822935,,11.998409,,,0.01,
57,7.5,10,0.65,0.960225,-13.972633,,11.587276,,,0.01,
58,6.11,9,0.66,0.960543,-18.077896,,11.160218,,,0.01,
59,7.44,10,0.66,0.960822,-13.219831,,10.780854,,,0.01,
60,6.3,9,0.66,0.960942,-18.046194,,10.402383,,,0.01,
61,6.87,10,0.66,0.960825,-14.796143,,10.049404,,,0.01,
62,7.89,11,0.67,0.960772,-9.82084,,9.739725,,,0.01,
63,8.15,12,0.67,0.960944,-8.287112,,9.439093,,,0.01,
64,6.76,10,0.67,0.961099,-11.849479,,9.12879,,,0.01,
65,7.52,12,0.67,0.961403,-9.029023,,8.831352,,,0.01,
66,8.21,13,0.68,0.96146,-8.942433,,8.567634,,,0.01,
67,9.1,15,0.68,0.961644,-6.271178,,8.321564,,,0.01,
68,8.78,16,0.68,0.961621,-7.372762,,8.057066,,,0.01,
69,9.42,17,0.69,0.961699,-5.904844,,7.82273,,,0.01,
70,8.28,17,0.69,0.961861,-7.397392,,7.571061,,,0.01,
